lat	DMS	MeSH	MeSH_DMS	Acetonitrile	Acetaldehyde	Acetone	Chlorophyll	CO	Isoprene
66.5601	21.9922	1.7389	0.079068943	0.7071	7.2117	9.2743	4.293328476	12.08585203	3.0485
66.5668	23.3165	1.8063	0.077468745	0.754	7.4654	9.8995	4.507137391	10.72826013	2.6506
66.5735	24.7083	1.7669	0.071510383	0.9255	9.688	10.3445	4.900649972	11.23791291	3.0909
66.5801	24.2753	1.7456	0.071908483	0.8248	7.5367	10.7856	5.458427562	10.37922868	3.0058
66.5867	22.988	1.7407	0.075722116	0.924	7.7107	8.2567	5.572608142	10.64336552	2.9316
66.5933	22.0939	1.8111	0.081972852	0.6974	7.4375	9.2669	5.165515021	10.93852975	2.7374
66.6000	23.8547	1.7332	0.072656541	0.6546	7.9112	11.2819	4.890147617	10.37455533	2.9426
66.6067	22.4562	1.6432	0.073173556	0.7522	5.7286	8.5583	5.140677021	11.43411765	2.9169
66.6133	21.9293	1.7408	0.079382379	0.5707	5.6663	9.161	5.239763766	10.9391072	2.6525
66.6199	23.4025	1.8195	0.077748104	0.6278	6.8112	9.4746	4.864006101	10.39303017	2.6141
66.6264	23.4271	1.7577	0.075028493	0.8073	8.0734	9.9709	4.716062958	12.23159396	2.6797
66.6329	22.4473	1.7675	0.078739982	0.6297	7.6428	9.325	4.164241782	11.46107368	2.4433
66.6395	21.6805	1.7687	0.081580222	0.5335	6.7969	8.0503	3.840894372	10.97188683	2.8681
66.6460	20.7996	1.8065	0.086852632	0.7611	6.9424	9.5094	3.017539572	10.5402077	2.8044
66.6526	20.6872	1.8771	0.090737267	0.7227	7.5082	9.9315	2.197467811	11.5576517	2.4035
66.6591	19.2603	1.9685	0.102205054	0.601	8.3728	9.1664	2.172609168	11.47676676	2.3467
66.6656	19.553	1.9408	0.099258426	0.8469	8.4497	12.4245	2.570074694	11.43014477	2.5254
66.6722	18.6334	1.8924	0.101559565	0.9568	8.5297	9.0535	2.510979132	11.9963735	2.4658
66.6787	17.9932	1.843	0.102427584	0.8634	7.4894	8.0402	2.469143306	11.57064809	2.5083
66.6852	17.3038	2.0041	0.115818491	0.7923	7.0525	7.097	2.533486599	12.93683634	2.1696
66.6917	18.8885	2.0563	0.108865183	0.8165	9.3188	11.6812	2.655234169	12.19060826	2.5272
66.6982	19.4856	1.9102	0.098031367	0.8495	9.7171	11.8648	2.70749751	12.72572253	2.5967
66.7048	18.1268	2.0198	0.111426176	0.5829	9.1493	8.1809	2.758046519	12.69518043	2.2519
66.7113	18.7377	1.8648	0.099521286	0.9655	9.4904	11.1752	2.951973691	12.2478219	2.4633
66.7177	17.3549	1.9477	0.112227671	0.8637	6.238	8.3984	3.07287544	11.76251211	2.3442
66.7242	16.8338	1.8636	0.110705842	0.7552	6.6985	7.902	3.465173641	11.44979027	2.3765
66.7306	16.9512	1.8468	0.108948039	0.9023	7.3546	7.5809	3.688171037	11.02370267	1.8594
66.7371	17.254	2.0145	0.116755535	0.8087	7.6952	7.7415	4.202824506	10.57896938	2.0015
66.7437	17.9987	2.0781	0.115458339	0.7195	7.712	8.6272	4.504755505	11.29208167	2.3844
66.7503	18.3804	1.9756	0.107484059	1.1717	9.2939	10.3055	4.545334722	10.46785693	2.484
66.7569	17.1202	1.9781	0.115541875	0.6291	8.1892	9.6836	4.367389207	9.582807413	2.4079
66.7634	16.2615	2.0802	0.127921778	0.9333	7.3657	8.8328	4.569014113	10.45385921	2.302
66.7699	17.2384	1.9603	0.11371705	0.8615	9.8012	11.2732	4.834701557	10.78331667	2.4508
66.7765	17.0342	2.0065	0.117792441	0.5846	8.2329	8.0315	4.912101608	10.75035862	2.5961
66.7831	17.0042	1.8952	0.111454817	0.9188	7.6887	5.8152	5.027401623	11.57811799	2.3992
66.7896	16.5173	2.0879	0.126406858	0.6144	7.057	7.3065	5.482773543	10.96881895	2.2015
66.7962	18.3322	2.1489	0.117219974	0.6198	7.8333	8.4311	5.696105535	11.19888729	2.4855
66.8028	18.5175	2.0683	0.111694343	0.829	8.2383	10.9982	5.708984571	10.17153096	2.91
66.8094	17.5625	2.1063	0.119931673	0.8956	8.7443	10.0629	6.318059766	9.62036081	3.147
66.8161	17.5213	2.1443	0.122382472	0.7032	8.5268	8.5932	5.843870349	10.0115489	2.7447
66.8228	16.7523	2.2366	0.133510025	0.8195	8.2392	8.3092	6.724913646	9.689421911	2.7112
66.8296	17.9366	1.9712	0.109898197	0.8641	8.6135	12.3306	7.985492173	9.455969219	3.2003
66.8363	15.4223	2.1112	0.136892681	0.8891	5.8865	7.5734	8.733584569	9.683962275	2.9968
66.8431	16.8461	1.9792	0.117487134	0.7106	6.5926	10.3771	8.110479534	8.753932443	3.3262
66.8499	17.7119	2.0484	0.115651059	0.632	6.6878	7.7211	7.058133164	8.440129715	2.9787
66.8566	19.3351	2.02	0.104473212	0.6919	6.72	9.2789	6.400116112	9.913201121	3.2104
66.8633	19.6211	2.14	0.10906626	0.8859	7.0411	10.5114	6.106924649	9.096670471	3.213
66.8700	19.8412	2.0808	0.104872689	0.6028	5.8996	8.6617	5.824250834	10.00004363	2.836
66.8768	20.7309	1.9618	0.094631685	0.876	8.4071	9.6954	5.596293481	10.49294133	3.1349
66.8836	19.8848	2.0848	0.104843901	0.8206	6.541	9.8169	5.05993726	10.20871066	3.1768
66.8904	21.7034	2.304	0.106158482	0.9396	6.3369	10.2456	4.681769996	9.91553709	3.449
66.8972	23.6922	2.3234	0.09806603	0.6362	8.7736	12.4665	4.026791717	11.26120689	3.3676
66.9040	25.1693	2.0389	0.081007418	0.9832	8.0538	10.4977	3.312523067	11.80541244	3.2507
66.9108	22.9831	2.287	0.099507899	0.7188	5.6278	8.5961	2.967390485	11.79233	2.5547
66.9175	26.8784	2.0806	0.077407881	0.8444	7.4414	11.0948	3.125437955	11.80123802	2.991
66.9242	25.674	2.2191	0.086433746	0.612	5.748	8.5842	3.07270287	12.82699031	2.5356
66.9308	28.7178	2.2056	0.076802541	0.8945	7.7114	10.3043	3.333805239	11.44263372	2.67
66.9374	28.4424	2.6122	0.091841757	0.8422	7.1414	10.3501	3.551908811	11.13338112	2.3925
66.9441	34.293	2.1472	0.062613361	0.5889	9.3701	10.8299	3.438147481	10.96921033	3.0304
66.9508	31.0453	2.4447	0.078746219	0.7557	6.8634	8.9639	2.958610434	10.83261873	2.5937
66.9575	34.4001	2.239	0.06508702	0.7235	8.2196	11.2348	2.117362465	10.8318451	2.4579
66.9642	31.3024	2.1148	0.067560315	0.7022	6.2166	9.1559	2.18867057	11.43146151	2.4741
66.9707	29.8497	2.2504	0.075391042	0.5314	4.8595	8.2645	1.891095979	11.5497183	1.8001
66.9770	32.3906	2.4892	0.076849456	0.8632	6.0587	7.6904	1.754271607	11.95154018	1.8889
66.9832	37.4237	2.456	0.065626862	0.7052	6.6429	10.7361	2.382641729	11.57526538	2.3423
66.9894	35.2536	2.4534	0.069592893	0.86	5.8227	8.4936	2.550420164	11.03405042	2.4439
66.9955	34.4092	2.2866	0.066453158	0.9024	7.3151	10.0441	2.580805299	12.70963277	2.7361
67.0016	30.0314	2.5847	0.086066584	0.5404	6.2971	7.6107	3.032651271	12.33783563	2.2929
67.0077	30.9416	2.1232	0.068619593	0.9571	8.2044	10.8446	3.34118942	11.75605749	2.538
67.0136	24.0589	2.2639	0.094098234	0.6338	4.9561	7.117	3.326928857	11.83189408	2.7923
67.0196	24.3333	2.2976	0.094422047	0.682	7.3392	9.8587	3.131203705	11.22756162	2.8951
67.0256	22.2377	2.32	0.104327336	0.7159	5.8539	7.9811	3.059181332	11.12766388	2.8401
67.0317	21.1133	2.2498	0.106558425	0.701	5.727	7.9613	3.098788046	11.04135381	2.4282
67.0377	21.5743	2.3548	0.109148385	0.8331	7.4109	10.3311	3.197974256	10.19461823	2.6485
67.0437	21.9725	2.1778	0.099114803	0.9091	8.215	9.2278	3.383625009	10.48880873	2.969
67.0496	19.6307	2.229	0.113546639	0.56	5.3953	7.3599	2.675663572	10.14598141	2.7721
67.0556	21.6032	2.306	0.106743445	0.8392	5.9476	7.7612	2.645177593	12.03838815	2.7004
67.0614	23.2036	2.1734	0.0936665	0.4265	8.0521	9.973	2.256210599	10.54160824	3.2449
67.0674	21.5583	1.9959	0.092581512	0.6972	6.7888	6.4033	1.886875468	10.29560686	2.504
67.0733	19.7269	2.22	0.112536688	0.549	5.9537	7.3284	1.765957828	11.23602868	2.4059
67.0793	22.2176	2.3449	0.105542453	0.6206	6.565	7.033	1.861000404	11.28636764	2.4883
67.0852	24.1469	2.1646	0.089642977	0.8363	6.3129	8.2072	1.855481632	12.61514858	2.7824
67.0910	25.061	2.5348	0.101145206	0.7055	5.7374	8.2281	1.797219234	10.8886651	2.3381
67.0968	31.5597	2.5689	0.081398112	0.5807	8.4764	10.4123	1.492667874	11.31314787	2.723
67.1026	32.4117	2.3875	0.073661672	0.9039	8.3257	9.2184	1.374216834	12.15616424	2.1924
67.1084	31.3882	2.3256	0.074091538	0.8371	7.4639	9.1057	1.410770984	11.31382856	2.2288
67.1142	30.5161	2.2185	0.072699329	0.8323	6.9178	7.2905	1.680525311	11.34365102	1.837
67.1199	28.2934	2.1707	0.076721073	0.6766	6.388	7.9589	1.692528288	9.941858411	1.5762
67.1255	27.6699	2.1943	0.07930278	0.7568	5.5301	3.4021	1.62064046	11.57961701	1.8615
67.1312	26.548	2.3333	0.08788986	0.5953	6.7365	4.1795	1.695338719	11.09481725	1.8109
67.1368	27.0946	2.2079	0.081488562	0.8105	7.0972	8.4047	1.66122315	9.817873537	2.349
67.1425	25.4913	2.2795	0.089422666	0.5914	6.6268	6.7209	1.400007694	10.56222565	2.3547
67.1482	25.2299	2.2213	0.088042362	0.754	6.7547	8.3795	1.247666064	11.73258555	2.0105
67.1539	24.6288	2.4899	0.10109709	0.389	6.0038	6.788	1.195644187	10.50374237	2.0455
67.1595	27.1352	2.3878	0.087996403	0.7687	7.9338	8.9705	1.372637136	10.20381163	2.2438
67.1652	25.6062	2.1456	0.083792207	0.7372	7.3108	8.011	1.322006901	10.03792672	2.4996
67.1707	25.2483	2.1089	0.083526416	0.4008	5.0303	6.4021	1.289989987	9.965211369	1.5277
67.1762	25.729	2.3813	0.09255315	0.4568	6.1331	6.6804	1.340134508	9.660842956	1.8815
67.1817	29.0645	2.2186	0.076333672	0.8963	8.1303	9.3442	1.331689583	9.788465162	2.0117
67.1873	27.3865	2.0992	0.076650905	0.707	6.895	8.0083	1.335919552	9.293782802	2.1847
67.1929	24.8577	2.0765	0.083535484	0.7591	6.7648	5.5808	1.369395034	10.90358983	2.2837
67.1984	24.1229	2.0338	0.08430993	0.6068	6.0259	6.4769	1.490928024	9.578616001	1.8642
67.2037	23.7457	2.3013	0.096914389	0.4439	5.7614	5.4597	1.448171765	9.277051146	2.1981
67.2090	24.7374	2.1852	0.08833588	0.6417	7.7627	9.1228	1.455132254	8.945016231	2.4541
67.2142	22.3203	2.0632	0.092436034	0.6802	6.4337	8.3962	1.481703509	9.301369513	2.5398
67.2195	19.8977	2.0377	0.102408821	0.6304	6.1407	6.8522	1.515075388	8.716889781	2.3065
67.2247	18.6248	1.9454	0.104452128	0.5635	6.6526	6.5327	1.615720683	8.54590144	2.4161
67.2298	17.5104	2.0944	0.119608918	0.5378	5.4373	7.2499	1.704028172	8.989659385	2.2986
67.2352	17.7211	2.1111	0.119129174	0.5822	6.9834	7.5587	1.784610152	9.596343348	2.6436
67.2406	17.676	2.2907	0.1295938	0.8157	7.0822	7.2289	1.913911395	8.718908372	2.7714
67.2459	19.35	2.2835	0.118010336	0.8002	7.3578	8.689	1.994950635	9.222293039	3.0144
67.2512	19.5664	2.0876	0.106693107	0.6462	7.6084	7.6678	2.109008544	8.398572375	2.9261
67.2562	18.163	2.0901	0.115074602	0.5916	6.3581	6.1745	2.218037897	8.442423986	2.247
67.2608	18.7793	2.0982	0.111729404	0.5563	6.3411	6.8419	2.283737847	8.393954434	2.3055
67.2658	19.0209	2.34	0.12302257	0.6993	6.5579	6.3513	2.227957714	8.556752454	2.4661
67.2706	20.6177	2.1634	0.10492926	0.6073	7.7979	8.6798	2.305836568	8.178116224	2.4917
67.2755	19.1205	2.2119	0.115682121	0.7765	5.8637	7.2884	2.369090241	8.081439955	2.8227
67.2807	18.7751	1.9207	0.102300387	0.9649	7.2095	6.8515	2.484230826	7.811592085	2.5378
67.2859	16.5393	1.8344	0.110911586	0.4774	5.7129	7.2086	3.025228355	6.485926744	2.4335
67.2910	14.6972	1.9692	0.133984705	0.5894	5.3842	6.7146	3.74481649	6.377422646	2.0258
67.2958	15.1023	1.8022	0.119332817	0.5884	6.7335	6.3079	4.186699063	6.312173656	2.718
67.3006	14.211	1.8763	0.132031525	0.5861	5.2666	6.6809	4.610138808	6.48874961	2.6184
67.3057	13.6963	1.8559	0.135503749	0.4075	5.5556	5.3433	4.78773921	6.169926589	2.7394
67.3109	13.8443	1.9014	0.137341722	0.7427	6.1824	6.5124	5.3152838	6.430727994	2.6674
67.3160	12.7037	1.9009	0.149633571	0.7303	6.2676	5.5714	5.973592221	6.01825169	2.9321
67.3208	11.6566	1.84	0.157850488	0.6015	5.8851	6.1792	6.327764524	6.659057532	2.8127
67.3259	10.1875	1.9617	0.192559509	0.6796	5.5419	6.3961	6.813417216	5.924116159	2.6238
67.3305	10.1852	2.2171	0.217678592	0.7683	6.1797	6.39	7.244897002	6.125168629	2.8784
67.3354	10.8781	1.9443	0.178735257	0.7634	8.8003	10.2195	7.363458682	5.878967778	3.1982
67.3406	9.9156	2.0274	0.20446569	0.8621	5.0363	6.8553	7.31607536	5.177885401	2.3834
67.3458	9.9201	2.0151	0.203133033	0.5477	6.1336	6.0823	7.101712464	6.457987135	2.6294
67.3510	10.3683	2.0753	0.200158174	0.8478	5.4745	7.3339	6.679777494	5.822149156	2.4094
67.3563	12.0482	2.2462	0.186434488	0.5149	5.9937	6.8641	6.410128001	6.434741729	2.6952
67.3617	13.9945	2.2871	0.16342849	1.0118	7.4212	8.7945	6.390961108	5.515393452	2.8093
67.3671	15.0135	2.1397	0.1425184	0.8189	7.0772	9.4554	6.384304378	5.365733742	2.9318
67.3721	15.1068	1.9318	0.127876188	0.9695	7.2173	9.2825	6.655532078	5.681365255	3.034
67.3769	13.555	2.1778	0.160663962	0.496	5.2784	6.3038	6.91923527	5.413680097	2.6706
67.3818	15.9367	2.025	0.127065202	0.6553	7.2592	7.8625	6.887595408	5.984559939	2.8318
67.3870	15.7708	1.9768	0.125345575	0.6	6.0894	6.6642	6.528743659	6.503566934	2.9609
67.3924	17.7337	2.0194	0.113873585	0.9318	7.0953	6.9362	5.891414101	6.568695321	2.9972
67.3978	18.3922	2.3657	0.128625178	0.6753	5.0788	7.9535	5.208339414	6.402937743	2.8323
67.4029	22.1966	1.9748	0.088968581	0.7359	6.3717	9.1787	4.929995084	6.428184801	2.6555
67.4077	19.1462	2.2622	0.118153994	0.5961	4.1959	6.6858	4.648862954	6.09892353	2.2162
67.4124	21.3691	2.0583	0.096321324	0.8533	6.3035	7.6924	4.73956444	6.315541735	2.7039
67.4175	18.8571	2.3388	0.124027555	0.5258	4.6378	5.3547	4.448753688	6.168087977	2.2946
67.4225	20.325	2.213	0.108880689	0.8974	7.1362	9.0434	4.095157591	5.751384922	2.569
67.4274	17.8288	2.1458	0.120355829	0.6526	5.7585	5.7698	4.307625278	5.911770639	2.8007
67.4318	17.3004	2.1941	0.126823657	0.6898	5.143	7.8026	4.813141142	5.580713184	2.9077
67.4366	16.3706	2.0766	0.126849352	0.815	5.1273	8.0907	5.126990182	4.739784997	2.6396
67.4412	15.5028	2.218	0.143070929	0.6615	5.0655	6.6969	5.100925545	5.491507048	2.6269
67.4461	16.4202	2.2155	0.134925275	0.7682	7.7843	10.2587	5.070807676	6.264509948	3.2903
67.4511	15.7997	2.0603	0.13040121	0.8699	7.8156	9.0221	4.999787484	6.555184036	3.1458
67.4562	15.1293	1.9797	0.130852055	0.475	5.9174	8.8772	5.054507572	6.332727343	2.6341
67.4612	14.6195	2.0991	0.143582202	0.5029	5.6341	6.9761	5.242775722	6.456309989	2.7984
67.4659	15.3092	2.253	0.14716641	0.6392	6.3721	7.025	5.226417566	5.768722117	2.8021
67.4706	15.6433	2.4792	0.158483184	0.8624	6.3657	9.8875	4.870052426	6.147083171	2.2525
67.4754	17.5025	2.3945	0.136809027	0.9255	7.0212	11.7513	4.781574984	5.519896863	2.8562
67.4804	17.8075	2.4788	0.139199775	0.6701	7.0187	9.4798	4.667956689	6.456660273	2.9187
67.4853	18.5681	2.9054	0.15647266	0.7347	7.0572	8.743	4.660589456	5.54971149	2.5232
67.4903	21.3134	2.5128	0.117897661	0.8453	8.8523	12.3105	4.311520096	6.616901207	2.9236
67.4950	18.9775	2.6794	0.141188249	0.7404	6.094	9.6885	4.242146826	5.975129871	2.3264
67.4998	19.8636	2.5092	0.126321513	0.631	6.8435	11.5219	4.115115002	5.427096726	2.2599
67.5049	18.3746	2.9562	0.160885135	0.7531	5.6277	8.1467	3.861056698	6.204279051	2.4834
67.5101	21.5606	2.5941	0.120316689	0.7252	9.9748	11.8348	3.851863168	5.539862291	2.9886
67.5154	18.2883	2.3737	0.129793365	0.5889	6.3523	7.0735	4.061665462	5.497774918	2.3355
67.5212	16.5436	2.6475	0.160031674	0.5531	5.5168	5.8749	4.115306577	5.312786158	2.1458
67.5267	17.7123	2.7317	0.154226159	0.6146	5.4003	8.2893	4.07163569	5.391512022	2.4355
67.5319	18.286	2.5315	0.138439243	0.7457	6.7975	7.8298	4.601540069	5.485701916	2.3746
67.5371	16.281	2.7597	0.16950433	0.602	4.9789	7.5462	5.138259708	4.920353122	2.115
67.5425	17.6408	2.5379	0.143865358	0.7076	6.9263	9.4844	5.066394386	5.466081127	2.792
67.5481	15.2873	2.5233	0.165058578	0.7059	5.2476	6.6682	5.166721677	4.814572484	2.088
67.5533	15.7095	2.5852	0.164562844	0.9838	5.6417	7.4747	5.619633808	5.034548032	2.3792
67.5587	14.6315	2.5774	0.176154188	0.5002	5.8344	6.4749	6.132907389	5.07515891	2.1587
67.5642	14.7349	2.3639	0.160428642	0.4848	5.4207	6.9016	6.015197791	5.363125913	2.0565
67.5698	14.0974	2.5414	0.180274377	0.6816	4.1212	5.1067	5.985695653	5.657968325	2.1268
67.5754	15.3159	2.3353	0.152475532	0.7294	5.8237	7.4997	5.858067806	5.712424589	2.623
67.5809	14.3546	2.3468	0.163487662	0.5873	5.5711	5.0332	5.692535392	5.868194234	2.2033
67.5862	16.0684	2.3874	0.148577332	0.4446	5.0109	6.7611	5.764348425	5.705675247	2.4663
67.5916	17.105	2.5246	0.147594271	0.9145	5.4004	7.3459	5.774279499	5.425454956	2.3134
67.5973	17.5417	2.4129	0.137552233	0.7605	5.1645	6.5975	5.45251663	5.890982338	2.561
67.6031	16.7012	2.7089	0.162197926	0.6193	4.6854	5.5771	5.662183056	5.955245436	2.4015
67.6089	18.1276	2.3258	0.128301595	0.75	5.0743	8.2755	5.703031376	5.20656154	2.2515
67.6147	16.6534	2.6615	0.159817215	0.464	4.7154	5.8136	5.788403817	5.148071996	2.048
67.6205	19.0752	2.444	0.128124476	0.5697	5.9684	9.7555	5.228632094	5.197826818	2.0895
67.6264	17.8553	2.6243	0.146975968	0.492	5.2127	7.619	4.282905434	5.037725717	2.1915
67.6322	18.5649	2.6079	0.140474767	0.7375	5.8939	8.4822	3.75735785	5.682311879	2.5771
67.6382	17.1424	2.7324	0.159394251	0.6541	4.8921	8.0686	3.687106996	4.841331945	2.2705
67.6442	16.8688	2.7721	0.16433297	0.8777	6.5728	8.6835	3.705849909	5.377392768	2.3466
67.6502	16.7862	2.5028	0.149098664	0.8721	7.4256	8.1275	3.409348532	4.322330743	2.4862
67.6562	14.6864	2.6456	0.180139449	0.7093	4.7009	7.9926	3.518509625	4.92037146	2.1816
67.6617	14.8736	2.5836	0.173703744	0.6825	6.7285	8.7509	3.688383252	4.630802372	2.236
67.6670	14.7386	2.3912	0.162240647	0.6827	6.7236	8.4747	3.807264344	4.012990161	1.9078
67.6725	14.2858	2.6035	0.182243907	0.6388	5.1609	7.1736	3.683756999	4.890484116	2.116
67.6779	16.5125	2.3897	0.144720666	0.7255	7.8922	8.239	3.745065973	4.691335343	2.2256
67.6834	15.5937	2.5983	0.166624983	0.4278	5.0861	5.9175	4.622591845	4.872799783	2.0556
67.6891	16.7407	2.4784	0.148046378	0.7365	6.0839	8.8244	4.382252825	5.309218656	2.177
67.6952	17.5549	2.5962	0.147890333	0.6791	6.1656	6.6225	3.20830923	4.699817622	2.1647
67.7011	17.6383	2.5622	0.145263432	0.5614	5.0631	7.0915	3.075236716	4.347294253	2.0276
67.7069	16.9285	2.8338	0.167398175	0.9181	4.3113	6.2763	2.774298243	3.934929896	1.8503
67.7125	18.052	2.4963	0.138283847	0.5772	5.7095	7.5331	2.961690588	4.416951564	2.0877
67.7182	16.5123	2.7122	0.164253314	0.6551	4.3474	6.0927	2.881573373	4.722320988	1.9619
67.7242	19.2039	2.3954	0.12473508	0.5829	5.8766	8.0609	2.966296707	4.935090925	2.4336
67.7301	17.5874	2.6192	0.148924798	0.7277	3.5992	6.4191	3.257590725	4.998011644	2.2876
67.7359	20.3685	2.577	0.126518889	0.734	5.4034	8.0044	4.038262686	4.854795305	2.7242
67.7418	23.0048	2.6352	0.114550007	0.7468	6.0913	7.8113	4.199418262	5.399619529	2.6126
67.7476	22.5873	2.4036	0.106413781	0.8269	6.3913	7.8665	4.003842971	5.166797306	2.184
67.7534	20.3788	2.4463	0.120041416	0.5582	4.501	4.9632	3.622944659	5.021717042	2.3066
67.7591	19.7323	2.5874	0.13112511	0.4127	5.0076	5.779	3.095742045	6.020666577	2.2504
67.7646	19.9549	2.7189	0.136252249	0.6404	6.2331	8.4468	3.342640924	5.400364196	2.4491
67.7701	18.333	2.6945	0.1469754	0.677	6.0252	7.3207	3.627354423	5.957192313	2.4749
67.7758	16.2129	2.802	0.172825343	0.6028	6.194	6.1722	3.777612879	5.647976032	2.465
67.7818	15.9895	2.5852	0.161681103	0.9131	6.2134	6.8784	3.364402044	5.718157899	2.3149
67.7875	15.7285	2.6712	0.169831834	0.6954	5.2085	6.6757	3.082720443	5.233933814	2.2676
67.7931	15.9519	2.6871	0.168450153	0.5719	5.4497	7.357	3.383769183	5.381244513	1.9995
67.7990	18.0586	2.7436	0.151927613	0.6505	5.7995	7.3164	3.278868088	5.527791901	2.4169
67.8048	18.2885	2.5424	0.139016322	0.8289	5.5841	8.1438	3.536472555	4.591223772	2.5282
67.8107	16.5233	2.8762	0.174069345	0.6046	5.1512	5.7331	4.246481558	5.179506239	1.9586
67.8166	16.9782	2.4208	0.142582842	0.8281	6.4633	6.0003	NA	5.97077093	2.6223
67.8226	13.4972	2.6989	0.199959992	0.7988	4.1917	3.6561	NA	4.495584927	2.5594
67.8283	13.0928	2.6543	0.202729745	0.4296	5.2373	5.8219	NA	5.043703874	2.672
67.8341	12.7237	2.5345	0.199195203	0.8437	5.9253	7.22	NA	4.133064415	2.1392
67.8401	11.42	2.3917	0.209430823	0.6026	5.8497	5.237	NA	4.466601055	1.9996
67.8462	10.4139	2.3195	0.222731157	0.5776	4.6672	4.6255	NA	4.651393585	2.1997
67.8524	10.7951	2.3927	0.221646858	0.6012	4.2605	4.4096	NA	5.084170797	1.8366
67.8584	11.6731	2.3821	0.204067471	0.7347	6.0336	4.9458	1.864908139	5.048259788	1.6687
67.8643	12.3318	2.6643	0.216051185	0.6931	5.7562	5.2143	1.542689875	4.669537576	2.0083
67.8702	14.54	2.3485	0.161519945	0.9087	7.1791	7.1396	1.424018784	4.379643899	2.4508
67.8760	14.0075	2.4582	0.175491701	0.6157	6.3787	5.3393	1.405617912	4.675795194	2.2565
67.8819	13.9808	2.2968	0.164282444	0.7536	4.9821	6.1524	1.445445122	4.474878931	2.2152
67.8878	14.3606	2.3168	0.161330307	0.5839	5.26	5.2952	1.524908768	4.634784469	2.0836
67.8938	14.3385	2.2061	0.153858493	0.6075	6.0959	4.7084	1.545022929	4.688870422	1.9892
67.8998	14.1216	2.1385	0.151434682	0.4681	6.1921	2.9379	1.439856544	4.734830318	2.1445
67.9058	13.411	2.2567	0.168272314	0.5485	4.4924	4.2216	1.280002444	4.691041211	1.8055
67.9118	13.8988	2.3414	0.168460587	0.612	5.6783	5.2115	1.186048002	4.901234171	2.003
67.9178	14.0692	2.2169	0.157571148	0.7294	6.8689	6.203	1.299927063	4.515061415	2.1093
67.9237	13.6537	2.5271	0.185085361	0.7125	5.3611	4.4705	1.336232433	4.5443604	1.8129
67.9295	15.9111	2.3057	0.144911414	0.5882	8.4004	6.1807	1.267753104	4.795824046	2.17
67.9355	14.5446	2.1919	0.150701979	0.6904	6.0956	5.3326	1.586778012	4.518788838	2.1384
67.9416	14.5457	2.1566	0.148263748	0.3274	4.8064	4.4604	1.376618727	5.288483324	2.0515
67.9476	13.3408	2.3572	0.176691053	0.5292	4.128	3.9411	1.305147236	4.815880972	1.5938
67.9535	13.9601	2.1464	0.15375248	0.6377	4.9826	3.835	1.46062893	4.482118133	2.0622
67.9596	12.6925	2.246	0.176954895	0.624	4.3728	4.2153	1.644597315	4.78450126	2.0841
67.9657	13.1563	2.3722	0.180309053	0.6391	4.9444	4.2307	2.369523859	4.283330501	2.4358
67.9719	13.1204	2.5612	0.195207463	0.6701	5.2668	3.0395	2.033543035	5.286561988	1.9676
67.9779	13.7142	2.5514	0.186040746	0.6001	6.6448	5.8204	1.367400721	4.77170971	2.506
67.9838	14.114	2.6429	0.187253791	0.5655	6.6776	4.864	1.003930457	4.952615419	2.2032
67.9894	13.7804	2.5406	0.184363299	0.4804	4.2896	5.4837	1.084871032	5.319484806	2.2059
67.9951	13.9171	2.689	0.193215541	0.7641	5.1503	5.8108	1.295081912	6.277138043	1.9111
68.0010	15.3616	2.5808	0.168003333	0.6334	5.2823	4.0392	1.788177693	6.370703181	2.046
68.0069	16.4663	2.6752	0.162465156	0.6238	6.1871	5.197	1.492140614	5.84436899	2.3923
68.0128	16.9526	2.5764	0.151976688	0.6849	5.7097	5.9743	1.356132173	6.176309149	2.6
68.0187	16.1092	2.4452	0.15178904	0.6688	4.857	4.5783	1.672004912	5.93575478	2.229
68.0244	15.6226	2.6053	0.166764815	0.5409	4.8289	3.5136	1.505440129	5.878361012	2.2076
68.0299	16.1351	2.7349	0.169500034	0.5146	6.5554	4.7829	1.271631512	6.384042131	2.7876
68.0355	16.4101	2.4288	0.148006411	0.5482	7.6406	6.4113	1.410012806	5.815491282	2.5002
68.0410	13.6808	2.4259	0.177321502	0.8357	5.5666	4.1235	1.226843985	5.563565439	2.5811
68.0465	12.8727	2.7732	0.21543266	0.4935	5.0334	3.9709	1.54468987	6.276416863	2.1338
68.0519	14.2238	2.4675	0.173476849	0.6522	7.5453	6.4945	1.694038994	6.487704036	2.7255
68.0573	12.4399	2.6333	0.211681766	0.7852	6.4298	4.2626	1.427145829	5.567927926	2.2398
68.0628	12.8681	2.7046	0.210178659	0.6108	6.4938	6.0126	1.488196811	5.273231976	2.4131
68.0680	12.5808	2.6363	0.209549472	0.4726	7.8737	6.7312	1.992391062	5.743822245	2.6959
68.0734	11.6975	2.5339	0.216618936	0.5446	6.8935	5.0216	1.942679443	5.421152192	2.6329
68.0791	10.4029	2.2875	0.219890607	0.517	5.3698	4.416	2.053879317	5.660335335	2.3895
68.0846	9.1502	2.357	0.257589998	0.4854	4.0943	3.0338	2.045903289	5.400982416	2.1691
68.0902	9.8559	2.4249	0.24603537	0.5697	5.225	4.9672	1.630007499	5.94134044	2.4381
68.0959	9.4853	2.5996	0.274066187	0.4317	5.533	5.3455	1.461944525	6.004915178	2.2964
