lat	DMS	MeSH	MeSH_DMS	Acetonitrile	Acetaldehyde	Acetone	Chlorophyll	CO	Isoprene
70.1257	11.3444	5.4234	0.478068474	0.474	2.5837	0.6236	0.382184501	3.425751166	1.141
70.1262	13.076	5.8172	0.444876109	0.2547	3.1349	1.2969	0.388372344	3.088572479	1.2086
70.1268	14.4771	5.7137	0.394671585	0.521	3.9694	3.5609	0.38088609	3.292311837	0.9769
70.1273	14.873	5.829	0.391918241	0.5167	3.3493	1.6469	0.393654509	2.536215564	0.9994
70.1279	15.1537	5.8939	0.388941315	0.7307	2.4831	1.3808	0.405397601	3.895659819	0.8461
70.1287	15.4773	6.2873	0.406227184	0.5883	2.9986	2.1324	0.402820919	3.256883475	0.8874
70.1293	16.4928	6.1265	0.371465124	0.7024	4.884	1.8007	0.392211165	3.270519636	1.257
70.1299	16.2232	5.4228	0.334262044	0.4155	3.195	1.8827	0.388011056	3.916794487	1.2417
70.1304	13.7361	5.5164	0.401598707	0.2845	2.7689	0.5721	0.372916308	3.424669652	0.926
70.1311	13.904	5.8119	0.418002014	0.5174	3.5179	0.8286	0.363150808	3.080497765	0.9543
70.1318	14.6072	5.9092	0.404540227	0.5143	3.4102	2.0447	0.361629855	3.039055336	1.3511
70.1323	13.9728	5.7899	0.414369346	0.4713	3.0949	2.7526	0.353575546	3.493307434	1.343
70.1329	14.1176	5.6186	0.397985493	0.5059	3.1871	2.3546	0.350587002	3.195512607	1.1882
70.1337	13.0359	5.8449	0.448369503	0.6436	3.4897	3.1591	0.338255274	2.774953539	1.2114
70.1343	13.4032	5.318	0.39677092	0.6994	3.6404	2.9809	0.339466992	3.163528281	1.1749
70.1348	11.8473	5.6425	0.476268855	0.566	2.5074	1.9939	0.337264558	2.965716913	0.8792
70.1354	12.407	5.7778	0.465688724	0.5467	3.8258	4.5907	0.353859764	2.972197674	1.0916
70.1362	12.38	5.7787	0.46677706	0.4139	4.1074	3.3842	0.408512947	3.032965466	1.1996
70.1367	11.9589	5.5758	0.466246896	0.189	4.1081	4.8392	0.373486885	2.66422818	1.217
70.1373	11.5413	5.6598	0.490395363	0.5205	3.2709	2.036	0.362024028	2.485507693	1.0512
70.1379	11.9439	5.5839	0.467510612	0.5056	3.7241	4.2683	0.360268751	2.336235473	1.0825
70.1386	11.7488	5.4167	0.46104283	0.5397	3.4283	4.3898	0.397572235	2.869213343	1.1507
70.1393	11.1836	5.4666	0.488805036	0.6195	2.2069	3.929	0.446271058	3.01505647	1.0637
70.1400	10.5988	5.4489	0.51410537	0.5103	2.6707	2.5964	0.436295693	2.743954066	1.1479
70.1407	11.0563	5.4247	0.490643344	0.466	3.4748	3.8292	0.363025834	2.435721463	1.3609
70.1413	10.8304	4.9135	0.453676688	0.6429	3.9608	3.8963	0.265039066	3.205671702	1.1272
70.1419	9.8916	5.1584	0.521492984	0.5067	2.491	1.8269	0.301735274	2.914166668	1.007
70.1426	10.3385	4.8283	0.467021328	0.5497	2.9291	3.0612	0.328730553	3.037164896	1.3784
70.1431	9.9387	5.1807	0.521265357	0.3516	2.7082	4.0408	0.335385706	2.519646637	1.2374
70.1438	10.5354	5.4591	0.518167322	0.533	3.3174	2.1001	0.664791688	2.396302635	1.1772
70.1446	11.0588	4.7661	0.430978045	0.7072	3.6006	3.3895	0.650319881	2.866169133	1.2009
70.1452	9.8998	4.6571	0.470423645	0.4398	2.7266	3.0448	0.566055508	2.476262246	0.9361
70.1456	9.2612	4.014	0.433421155	0.4511	3.4534	1.664	0.528121491	2.964930648	1.4233
70.1464	7.9783	4.744	0.594612887	0.4124	2.5384	0.6799	0.533021402	2.646954936	1.1625
70.1473	9.6616	3.9267	0.406423367	0.7698	5.7979	5.4043	0.44317615	2.431855509	1.7313
70.1477	7.865	3.9951	0.507959313	0.54	3.2262	3.7491	0.286641878	2.642497333	1.4409
70.1483	7.921	3.8317	0.483739427	0.585	4.3305	3.3323	0.154551824	2.834954248	1.2605
70.1489	7.4881	3.32	0.443370147	0.5941	4.544	4.7254	0.184320052	2.453620263	1.456
70.1497	6.6401	3.2241	0.485549916	0.4389	5.0021	1.6897	0.490158204	2.491260844	1.2942
70.1505	6.209	3.2798	0.52823321	0.5013	3.469	2.0525	0.75473375	2.486617633	1.2322
70.1511	6.372	3.3056	0.518769617	0.5842	3.9483	2.3483	0.736843155	2.637831855	1.4231
70.1517	6.4979	3.0633	0.471429231	0.5553	4.1176	2.9673	0.795166154	2.704763203	1.7344
70.1522	5.8937	3.3574	0.569659128	0.4904	2.8861	0.8378	0.6558981	2.25841508	1.3869
70.1531	6.6779	3.833	0.573982839	0.4888	4.3093	1.6158	0.551185654	2.6090305	1.6871
70.1538	8.8205	3.9824	0.451493679	0.5532	4.7431	2.6663	0.442392159	3.026817722	1.5387
70.1546	9.8462	4.3297	0.439733095	0.5484	3.988	1.5567	0.478126184	3.111263475	1.5093
70.1550	11.637	4.5167	0.38813268	0.7443	4.663	4.0251	0.525405199	3.562448612	1.3256
70.1556	11.91	4.4015	0.369563392	0.7039	4.4351	4.0779	0.557669212	3.587863956	1.6579
70.1564	11.6433	5.0471	0.433476763	0.4005	3.4785	2.5638	0.579304526	4.208014594	1.2208
70.1572	13.1932	4.959	0.375875451	0.5516	4.0115	3.0634	0.569392307	4.145708082	1.2491
70.1579	12.7527	5.405	0.423831816	0.4737	3.4961	2.6645	0.575134241	4.441162933	1.3072
70.1586	13.7655	5.3954	0.391950892	0.5975	5.4917	3.8131	0.581453614	5.295099064	1.5309
70.1591	13.3068	5.6558	0.425030811	0.6001	4.1823	2.6565	0.610197451	4.37837037	1.3093
70.1597	14.5194	5.5711	0.383700428	0.4096	3.8392	2.6794	0.580595433	5.198679219	1.3237
70.1605	14.5468	5.7419	0.394719113	0.4669	4.0446	1.7525	0.459051317	5.086697763	1.3987
70.1612	15.5056	6.0939	0.393012847	0.2346	4.5352	3.5	0.418153452	4.28071951	1.2736
70.1618	15.7105	6.2443	0.397460297	0.5697	4.9747	3.5343	0.420901134	4.378873751	1.4228
70.1625	15.6823	6.5033	0.414690447	0.6802	5.3366	4.9636	0.492192273	4.558937167	1.1885
70.1632	16.0719	5.6061	0.348813768	0.6578	5.911	3.8905	0.472066875	4.209642934	1.5416
70.1640	13.892	5.3083	0.382112007	0.5251	3.5917	2.2343	0.421287042	4.560446968	1.3566
70.1648	12.4844	5.5111	0.441438916	0.4551	3.2737	2.6288	0.378764914	3.797866463	0.8654
70.1654	12.5548	5.9155	0.471174372	0.5208	3.9247	2.0903	0.335040652	3.94773549	0.851
70.1661	13.8467	5.0993	0.368268252	0.5414	3.5717	2.209	0.446462286	4.346255367	1.3118
70.1668	12.1546	5.8287	0.479546838	0.3177	2.2024	2.1856	0.445389875	4.331046725	1.2781
70.1672	15.006	6.101	0.406570705	0.6716	3.1339	3.1119	0.486801671	4.463896614	1.0904
70.1680	16.1156	5.9505	0.369238502	0.4763	4.0607	2.3853	0.585678322	4.076025609	1.4721
70.1687	16.4482	5.8274	0.354288007	0.4146	3.0034	2.5708	1.093975069	4.607231372	1.2262
70.1692	17.6368	5.6112	0.318152953	0.3933	2.7504	2.1299	0.857646267	4.140922957	1.5881
70.1699	17.4619	6.8127	0.390146548	0.3604	2.3586	1.0795	0.528455941	4.215038359	1.3831
70.1708	19.6677	5.9916	0.304641621	0.498	4.1979	3.4846	0.445591317	3.924141915	1.773
70.1715	16.9104	5.7141	0.337904485	0.5385	2.1322	3.7242	0.321851905	3.160983802	1.5014
70.1719	15.2268	5.9692	0.392019334	0.6121	3.537	2.3495	0.302018356	3.30982121	1.5406
70.1727	14.6379	4.5535	0.311076042	0.5179	5.4206	4.3528	0.288872691	3.299634058	1.4515
70.1735	10.3497	4.6645	0.450689392	0.2865	1.542	0.3455	0.283937866	3.152517735	1.0082
70.1742	9.6047	4.6376	0.48284694	0.1681	2.5828	1.9779	0.26549708	2.862222476	1.2345
70.1747	9.1556	4.1324	0.451352178	0.408	4.766	3.1158	0.260513753	3.044164379	1.2119
70.1755	7.5774	4.2318	0.558476522	0.3605	2.1042	1.625	0.249406876	3.351670093	1.2707
70.1763	7.7629	3.7062	0.477424674	0.6271	4.8491	2.3353	0.25013142	3.096213072	1.439
70.1771	6.6434	3.5133	0.528840654	0.3557	3.82	1.5517	0.274181358	2.778282569	1.341
70.1776	6.5582	3.7193	0.567122076	0.3526	2.7917	2.3586	0.265779818	2.995833757	1.3201
70.1784	6.5275	3.3902	0.519371888	0.5001	4.6804	3.1073	0.289697619	2.636841518	1.5626
70.1791	6.4066	3.3341	0.520416446	0.6219	4.422	1.8143	0.352175045	2.621527559	1.69
70.1797	6.0238	2.8557	0.474069524	0.7146	5.6244	2.1924	0.300755595	2.85105944	1.3683
70.1803	5.1099	2.8986	0.567251805	0.6975	3.4477	2.1256	0.276375799	2.78867195	1.3137
70.1811	5.0314	3.321	0.660054856	0.5179	2.6845	-0.5081	0.506640028	3.542212204	1.1299
70.1818	6.2306	3.586	0.575546496	0.3658	4.8001	1.5742	0.416647132	3.031488558	1.3989
70.1824	7.2591	3.4764	0.478902343	0.4163	5.4999	2.8512	0.307704373	2.903017721	1.4957
70.1832	7.5601	3.9536	0.522956046	0.3553	2.7379	0.1162	0.366630557	3.614284308	0.9701
70.1840	8.8291	3.8929	0.440916968	0.5456	4.8229	2.531	0.477034026	3.087366758	1.128
70.1847	9.5252	3.6888	0.387267459	0.5987	4.6009	1.8238	0.624504827	3.353893999	1.3836
70.1854	8.867	3.6644	0.413262659	0.2372	3.5823	0.7998	0.644113192	2.565353811	1.3742
70.1862	8.5106	3.5958	0.422508401	0.4547	3.7936	0.8111	0.50971227	2.845055623	1.2777
70.1868	8.467	3.9262	0.463706153	0.5126	2.5416	0.9431	0.421479339	3.533215365	1.0175
70.1872	9.4249	3.6206	0.384152617	0.5493	4.631	2.912	0.561612109	2.913783156	1.6616
70.1877	8.7794	3.578	0.407544935	0.5053	3.4921	3.2604	0.337893368	3.299135447	1.292
70.1886	8.7107	3.5017	0.401999839	0.5434	3.8799	1.8788	0.364169965	3.318640652	1.1645
70.1894	8.5757	3.6604	0.426833961	0.4494	3.05	0.9138	0.313330654	2.605963626	1.167
70.1900	8.6055	3.0602	0.355609784	0.4119	3.4683	1.3958	0.254265979	2.982739344	1.5181
70.1907	7.2624	3.0878	0.42517625	0.5409	2.5552	0.7838	0.160179413	3.242232493	1.2846
70.1916	7.3835	3.0686	0.415602357	0.37	3.886	1.3181	0.134128752	2.767911035	1.3009
70.1922	8.4701	3.164	0.373549309	0.6147	5.4561	2.4539	0.13924599	2.984875222	1.5101
70.1929	10.6746	2.7295	0.255700448	0.5467	5.2556	4.5675	0.200486705	2.81654714	1.9168
70.1936	9.4894	2.7924	0.29426518	0.5758	4.0085	1.8259	0.257015656	3.169473965	1.1139
70.1944	9.7465	2.6086	0.267644796	0.4709	3.9212	2.7485	0.275261887	3.172809679	1.3477
70.1949	8.7773	2.6416	0.300958153	0.3678	4.1506	2.2636	0.267569486	2.681284943	1.6656
70.1954	8.4742	2.7804	0.328101768	0.6526	4.4196	2.3475	0.242347501	2.385370485	1.3298
70.1961	8.4987	2.6016	0.306117406	0.5817	4.3627	2.4905	0.212143122	2.925549679	1.1803
70.1968	7.9612	3.0862	0.387655127	0.5971	3.3799	1.2024	0.206537575	3.105023017	1.1993
70.1977	10.0371	3.0632	0.305187753	0.7246	4.6339	3.9087	0.189452628	2.858153401	1.6576
70.1983	9.7636	3.1765	0.325341063	0.4787	4.2121	2.91	0.236083553	3.038231738	1.2803
70.1988	9.1526	3.1789	0.347322072	0.4595	4.1701	2.651	0.224240495	2.657266899	1.0979
70.1995	8.8797	3.247	0.365665507	0.6125	4.4603	1.5583	0.205889392	3.531989319	0.9951
70.2003	9.1479	3.1741	0.346975809	0.4445	4.017	2.1073	0.290083907	2.577525037	1.0148
70.2011	9.0409	3.7185	0.411297548	0.3086	3.9212	2.081	0.362136219	3.077061897	1.4463
70.2019	10.1428	3.3093	0.326270852	0.6028	5.6396	3.1811	0.320045776	3.289155435	1.6997
70.2023	8.6633	3.6813	0.424930454	0.4357	3.648	1.4375	0.285117074	3.117610903	1.4051
70.2031	9.1635	3.2072	0.349997272	0.4329	5.9041	2.0085	0.335122154	3.38288391	1.4046
70.2040	7.8538	3.3432	0.425679289	0.4929	4.2806	1.3507	0.341772363	2.82613088	1.305
70.2046	7.3504	3.6157	0.491905202	0.4798	3.708	2.0551	0.45281711	3.100956673	1.177
70.2051	8.7913	3.2583	0.37062778	0.7735	6.0673	5.1935	0.489736569	3.025356283	1.6344
70.2059	7.6893	3.362	0.437230957	0.6192	4.4472	1.4121	0.525803059	3.805535103	1.0664
70.2067	7.7287	3.1697	0.410120719	0.2808	5.4663	2.617	0.167733237	4.01894206	1.3924
70.2074	7.3628	3.6441	0.494933993	0.5417	3.2646	1.0915	0.211367586	3.964333874	1.4712
70.2081	8.4483	3.6432	0.431234686	0.2724	4.4418	2.2645	0.268398692	3.895046436	1.0138
70.2089	9.0575	3.917	0.432459288	0.4862	4.7231	2.9721	0.22699065	3.139950754	1.2028
70.2095	10.1468	4.2245	0.416338156	0.5779	4.8043	1.3835	0.347120253	3.899583468	1.2322
70.2100	10.6155	3.7919	0.357204088	0.3884	4.8201	1.224	0.211251277	3.766508193	1.2052
70.2107	9.2058	4.2511	0.461784962	0.4551	2.5556	-0.0026	0.157783442	4.050086058	1.0025
70.2115	11.3818	4.465	0.392292959	0.5972	4.2061	1.9484	0.28589768	3.537523559	0.8873
70.2121	12.4549	4.5766	0.367453773	0.5508	4.4305	2.1053	0.335231286	3.756225858	1.055
70.2128	12.1998	4.6762	0.383301366	0.3257	2.9958	2.2872	0.424717971	3.887208937	1.1191
70.2133	11.3531	4.6904	0.413138262	0.5806	4.3336	1.481	0.247851895	4.000753848	1.1029
70.2141	11.1944	4.3102	0.385031802	0.6136	3.9617	2.9859	0.233455249	4.123050517	0.9253
70.2149	10.5608	4.4163	0.418178547	0.6368	2.3802	0.7711	0.243217695	4.19514472	1.0726
70.2156	10.7402	4.5382	0.422543342	0.6538	3.3936	1.057	0.205876042	4.161823883	1.0577
70.2162	11.2593	4.8998	0.435178031	0.4893	4.1419	2.0381	0.462471547	4.2143648	1.338
70.2167	12.2272	4.8206	0.394252159	0.4975	4.3324	3.6396	0.390107645	4.502447913	1.5428
70.2176	11.9358	4.5773	0.383493356	0.5848	4.0912	4.2682	0.461249327	4.656995375	1.5471
70.2183	11.5291	4.9989	0.433589786	0.5131	3.5614	2.9597	0.455139341	3.931062296	1.2299
70.2188	12.393	5.1946	0.419155975	0.6874	4.1202	3.053	0.28231061	4.286216856	1.2308
70.2195	12.6772	5.2847	0.4168665	0.6978	5.1392	2.8675	0.302102192	3.706323114	1.3908
70.2203	12.3816	4.8877	0.394755121	0.4837	4.6037	2.3705	0.167792488	4.712958287	1.4931
70.2209	11.2029	5.4572	0.48712387	0.2842	4.5393	1.7039	0.121523419	4.924614327	1.3995
70.2213	12.2468	4.9349	0.402954241	0.3284	5.7381	2.4858	0.18006365	4.27631935	1.8484
70.2221	11.0534	5.3003	0.479517614	0.5585	3.991	2.0675	0.168788992	5.099325163	1.2439
70.2228	12.0035	5.2309	0.43578123	0.6484	5.9022	2.704	0.188920141	4.777199618	1.4248
70.2232	11.9128	4.6529	0.39057988	0.4066	5.8633	4.8968	0.219513125	4.742679004	1.4012
70.2239	10.7927	4.4173	0.409285906	0.498	4.6793	2.2723	0.333417927	5.005347116	1.0819
70.2248	9.8724	4.5653	0.462430615	0.398	3.2379	1.0541	0.294972064	5.739262065	0.9167
70.2253	10.2731	4.7282	0.460250557	0.432	4.4504	2.5946	0.389508279	6.622008456	1.2636
70.2256	12.0492	5.371	0.445755735	0.6009	4.1925	2.8592	0.231285846	7.141195599	1.5451
70.2265	13.6509	4.7422	0.347391015	0.5756	6.5794	5.6388	0.209262438	5.783336492	1.6
70.2270	10.9705	4.6257	0.421648968	0.568	5.0775	2.5474	0.230017804	5.14529843	1.2002
70.2275	9.5303	4.4526	0.4672046	0.5719	4.4942	3.3659	0.243180113	4.220163808	1.5104
70.2281	8.4292	3.6349	0.431227163	0.6272	7.165	2.637	0.217344616	3.929949701	1.4521
70.2290	6.2998	4.015	0.63732182	0.5077	3.1586	0.7824	0.212957425	4.442033329	1.4129
70.2294	7.1479	3.5395	0.495180403	0.6634	6.4971	2.2836	0.277359561	4.721154411	1.6232
70.2301	6.794	3.7956	0.558669414	0.8256	3.8656	0.9304	0.245668691	4.446031361	1.1365
70.2308	8.0334	3.9508	0.491796749	0.4095	4.6324	0.4533	0.27059215	4.321260193	1.1178
70.2311	8.3743	4.0796	0.487157136	0.49	5.155	2.2624	1.27327478	4.853114483	1.5255
70.2315	12.321	4.0851	0.33155588	0.6368	3.8002	2.1589	1.794414044	5.379537434	1.1963
70.2326	15.2599	4.3548	0.285375396	0.4819	3.4865	-0.3118	1.651575977	4.837244789	1.1811
70.2331	16.9154	4.7982	0.283658678	0.3552	4.5675	1.9811	2.617268049	5.364592914	1.4034
70.2338	20.862	5.0808	0.243543284	0.5845	5.1658	3.0478	3.425792301	6.582239243	1.448
70.2342	29.1972	4.9818	0.17062595	0.4888	5.2257	2.3633	3.427245985	6.794904662	1.5671
70.2349	30.892	4.9156	0.159122103	0.7565	3.682	2.8745	3.215355685	6.902285643	1.4341
70.2357	30.7816	4.751	0.154345453	0.5435	4.0833	4.2178	2.582600023	6.401882595	1.6821
70.2363	28.6304	4.5901	0.160322594	0.5437	2.6312	3.9077	2.832865555	6.051228251	1.4898
70.2367	26.3803	4.5976	0.174281566	0.4163	3.2819	3.3035	3.243107609	5.608763919	1.4962
70.2373	25.2556	5.2176	0.206591805	0.4869	3.5494	4.0484	3.188539447	5.255499829	1.3771
70.2380	27.0635	5.1276	0.189465516	0.6243	4.2552	5.3048	2.737424761	5.10179498	1.5303
70.2388	23.7475	5.7635	0.242699231	0.5984	5.1367	6.1234	2.720356432	5.255450796	1.7695
70.2392	24.8083	5.5703	0.224533725	0.9753	6.6351	8.1236	2.830838262	4.920998223	1.9974
70.2397	28.4128	5.7242	0.201465537	0.7806	5.8386	5.999	2.383302651	6.082693482	1.7675
70.2405	30.6497	5.1541	0.168161515	1.0232	4.8107	7.354	2.209563169	5.808879545	1.577
70.2413	27.3153	5.4219	0.198493152	0.6741	3.071	3.0047	2.297050574	5.957462477	1.3495
70.2416	25.8508	5.21	0.201541152	0.6687	3.7284	4.2634	2.515930196	5.81111423	1.7776
70.2423	24.355	5.3541	0.219835763	0.7365	3.3432	4.0274	3.305227491	5.416114682	1.3985
70.2431	26.1874	5.3356	0.20374684	0.7967	3.4386	3.9864	3.50168319	6.139131425	1.8758
70.2437	28.4712	5.4123	0.190097362	0.5719	2.975	5.1328	3.716558052	6.061916786	1.193
70.2443	29.5887	5.0483	0.170615809	0.5868	3.5787	2.8472	3.918504006	6.706689213	1.676
70.2449	27.982	5.4389	0.194371382	0.4932	2.3356	3.6992	3.88342309	6.300290271	1.3341
70.2452	29.013	6.5751	0.226625995	0.4617	3.1936	3.2772	3.782498316	6.638088264	1.62
70.2459	35.2873	6.17	0.174850442	0.731	5.4945	7.6366	3.614236115	7.388574067	1.843
70.2468	35.1395	6.4221	0.182760142	0.6586	4.0257	6.3618	3.754489567	6.339805128	1.7642
70.2473	36.964	5.7774	0.15629802	0.9063	4.5829	7.7441	3.511134135	6.020934153	1.8399
70.2481	33.5736	5.4213	0.161475088	0.6179	3.6905	4.6636	3.90251502	5.931892113	1.5841
70.2485	31.4307	5.6458	0.179626925	0.7133	3.6552	5.6882	3.795643206	5.92169213	1.5317
70.2490	30.4021	5.3328	0.175408936	0.6922	4.766	5.4344	3.035070184	5.821926577	2.0336
70.2498	27.6011	5.0704	0.183702823	0.8493	4.5127	5.4497	2.297254303	4.804393827	1.7552
70.2505	22.6949	4.7615	0.209804846	0.5973	4.0249	4.5304	1.910544272	4.740185111	1.3307
70.2511	19.1036	4.5683	0.239132938	0.5777	3.2863	4.0122	2.028112474	4.02510499	1.305
70.2514	16.6971	4.5945	0.275167544	0.9422	3.2846	2.8741	2.511226635	4.337186615	1.4453
70.2531	16.1037	4.6266	0.287300434	0.5913	2.652	4.4978	2.775814055	4.605670503	1.3458
70.2575	16.6264	5.0711	0.305002887	0.8017	3.0995	3.4903	2.464237764	5.009747607	1.3824
70.2647	19.5437	4.7012	0.240548105	0.6656	4.8936	5.0406	2.197149943	4.600919862	1.5686
70.2718	18.5458	5.3077	0.286194179	0.6989	3.4798	4.1278	1.696668614	5.527378915	1.419
70.2788	21.8938	4.2147	0.192506554	0.8196	5.941	4.9556	1.314967384	4.948224681	1.815
70.2859	17.6832	4.3069	0.243558858	0.6456	4.0561	3.6852	1.10870549	4.586993937	1.1192
70.2934	17.8495	4.2985	0.240819071	0.6967	4.6144	4.513	1.12349265	4.786253062	1.2856
70.3012	17.0876	4.1005	0.239969334	0.8901	5.5499	4.0557	1.088133532	4.124258124	1.3817
70.3091	15.902	3.8276	0.240699283	0.6979	6.229	4.2867	1.134199352	3.779886536	1.5375
70.3168	15.0109	3.9036	0.26005103	0.898	4.3263	4.6371	1.221192564	5.202779447	1.7778
70.3246	15.3887	3.6577	0.237687394	0.598	5.1172	3.4548	1.503437394	4.018905791	1.279
70.3324	14.785	3.9769	0.268982076	0.6238	3.2577	2.793	1.639837778	4.939574134	1.4347
70.3401	16.4737	3.8152	0.231593388	0.7131	4.6761	3.6765	2.972438185	4.514590319	1.4588
70.3478	16.0705	4.1175	0.256214804	0.5608	4.1194	3.3749	4.899994205	4.820296598	1.3233
70.3556	20.0068	4.1099	0.205425155	0.6618	5.1139	4.4022	5.624420058	4.841339129	1.5074
70.3634	22.2192	4.1836	0.188287607	0.5164	2.7533	2.6	5.495545973	5.628521405	1.5561
70.3711	24.5446	4.7166	0.192164468	0.5328	4.0472	2.644	6.299145757	6.009182171	1.5255
70.3788	28.9462	5.0884	0.175788186	0.6804	4.6588	4.1649	6.217090209	5.48933455	1.9487
70.3864	29.5992	4.848	0.16378821	0.5355	5.3875	5.0526	3.712909043	6.387648466	1.2864
70.3940	27.9992	4.8861	0.174508557	0.5213	4.9975	3.4051	3.239699782	5.748453742	1.5503
70.4016	26.6138	4.6327	0.174071346	0.7648	4.5365	5.5101	3.074809178	4.585125789	1.387
70.4092	21.878	4.6792	0.213876954	0.7713	4.0048	2.799	3.200748956	4.724056473	1.2298
70.4169	19.5489	4.7204	0.241466272	0.7515	4.4036	4.1136	3.445486764	4.810247066	1.6592
70.4245	17.498	4.9589	0.283398103	0.7273	4.3482	3.2596	5.296204615	5.02908247	1.4062
70.4320	19.6758	5.0213	0.255201822	0.8808	4.0445	4.5529	6.103932127	4.899466914	1.635
70.4394	23.2605	4.942	0.212463189	0.6792	4.7743	4.0393	5.067158931	5.020359491	1.7284
70.4468	24.8492	5.333	0.214614555	0.7867	5.4115	4.18	4.875782302	6.073981662	1.7391
70.4543	26.7477	4.8778	0.182363343	0.9667	4.8833	6.1701	5.089173974	6.138010825	1.6712
70.4616	27.9555	4.9977	0.178773408	0.8333	5.3012	3.7506	4.709681308	5.98664725	1.447
70.4687	38.5128	5.2369	0.135978168	0.6235	3.5973	5.098	3.855904202	6.398238684	1.3562
70.4757	40.7914	5.8001	0.142189285	0.5341	3.6088	4.2946	3.336117571	6.086965478	1.4694
70.4827	39.2494	5.5846	0.142284978	0.6834	5.0322	7.0626	3.008546613	5.265142608	1.6307
70.4898	32.0078	5.4675	0.170817738	0.7162	5.0217	4.9816	3.001163347	4.845784903	1.1682
70.4971	29.3133	5.6102	0.191387527	0.576	2.8594	4.5148	1.59758498	5.921728485	1.4789
70.5045	31.2211	5.6708	0.181633575	0.5716	3.9555	5.0783	1.981980374	5.424887898	1.3818
70.5118	30.0224	6.1554	0.205026913	0.6456	3.6089	3.6954	2.161104728	6.116043619	1.3934
70.5193	31.5211	6.1144	0.193978002	0.5161	4.5732	4.6526	1.429994421	5.586229422	1.7159
70.5267	29.0566	6.7311	0.23165477	0.4223	3.5721	4.2032	2.482463324	4.845463273	1.6805
70.5339	30.7659	6.4838	0.210746313	0.8376	5.584	4.2126	2.746953958	4.844894854	2.083
70.5413	28.0379	5.8696	0.209345208	0.6571	4.8862	4.9144	2.639701213	3.810399851	2.2263
70.5489	24.1701	6.1465	0.254301803	0.6999	4.1365	4.4247	1.981388295	4.353281632	1.9985
70.5565	23.4889	6.7108	0.285700906	0.7188	4.5993	4.5962	1.240614023	5.237058161	1.7586
70.5641	24.8336	6.0455	0.243440339	0.5859	5.8919	6.5343	1.059244364	4.870804613	2.7992
70.5718	20.9561	5.4892	0.261938051	0.7583	3.1945	4.2048	0.910194949	4.461648594	1.8555
70.5794	17.6458	6.1654	0.34939759	0.5801	3.4249	3.8645	0.915802949	4.818187253	1.3495
70.5868	19.3507	4.9735	0.257019126	0.654	6.9493	5.0681	1.030378235	4.165499974	1.8491
70.5943	13.7437	5.0365	0.366458814	0.7105	2.4749	3.6872	1.176903189	4.492099515	1.1099
70.6017	12.9815	5.2458	0.40409814	0.694	4.4456	3.1432	1.140741628	4.446579795	1.3406
70.6090	12.9818	4.9775	0.383421405	0.6104	5.2572	5.0012	1.018637228	5.149607743	1.5969
70.6162	11.2504	4.9335	0.438517742	0.3643	6.2978	3.676	0.941137485	5.628898246	1.3613
70.6236	9.9266	3.9776	0.400701146	0.6972	6.4977	4.5312	1.099888862	5.319622134	1.8336
70.6310	7.7554	3.9025	0.503197772	0.6955	4.6766	2.9243	0.948666694	5.259683546	1.2087
70.6385	7.6037	4.3576	0.573089417	0.4517	5.744	1.4577	0.914850666	4.159553837	1.223
70.6460	8.4675	3.8934	0.459805137	0.5611	6.6405	3.7962	1.605960136	4.745639946	1.601
70.6536	8.0908	3.7478	0.463217482	0.4988	4.3317	2.3782	0.877940835	3.867927232	1.4152
70.6613	7.6519	3.9628	0.517884447	0.4553	3.7338	1.559	1.200450992	3.828516153	1.586
70.6688	8.2907	4.1442	0.49986129	0.6455	5.3934	2.8957	1.840968748	3.800612529	1.707
70.6762	8.3221	4.2091	0.505773783	0.5381	3.7515	2.4696	2.035047701	3.955944075	1.3422
70.6837	9.1628	4.2337	0.462053084	0.5682	6.0405	3.9217	1.982462281	3.287133481	1.6092
70.6911	9.1229	3.7689	0.413125212	0.7434	6.0324	4.5998	1.713850796	3.1227865	1.8526
70.6986	7.3978	3.484	0.470950823	0.8822	6.1378	3.7787	1.921908751	2.701335624	1.4693
70.7061	6.7759	3.3226	0.490355525	0.7112	4.4672	2.4944	1.869543849	3.004503356	1.5928
70.7135	6.7117	2.9908	0.445609905	0.4198	4.9871	4.4752	1.949001564	2.940181348	1.2628
70.7209	6.8393	3.5462	0.518503356	0.5999	3.6134	1.8169	2.135032816	2.637016803	1.4978
70.7283	9.0019	2.8496	0.316555394	1.0082	7.1845	5.9076	1.87932731	3.219415741	1.7205
70.7359	8.2132	3.1379	0.382055715	0.5902	3.6175	1.4732	1.590241376	3.055455535	0.9002
70.7434	8.8429	2.7832	0.314738378	0.8793	5.2268	3.4078	1.546142594	3.031039786	1.5626
70.7510	7.3175	2.9465	0.402664845	0.4709	3.9593	1.7991	1.630814106	2.287103989	1.1719
70.7586	6.3153	3.0062	0.476018558	0.5521	3.9211	1.706	1.681049008	2.677113587	1.3451
70.7661	6.0878	2.6537	0.435904596	0.7448	5.7244	3.4835	1.988533813	3.061115941	1.6972
70.7736	4.9902	2.6053	0.522083283	0.6	3.4209	2.0872	1.874463134	2.342270898	1.3768
70.7812	4.8714	2.6704	0.548179168	0.6013	4.3006	1.2887	1.805533192	2.891300682	1.2555
70.7887	4.7851	2.4577	0.51361518	0.5914	4.9551	2.8188	1.887392794	3.191418678	1.5007
