lat	lon	DMS [nmol/L]	MeSH [nmol/L]	sum	DMS_MeSH	MeSH_DMS	DMS_frac	MeSH_frac
68.864001	3.9897402	21.0116	5.0769	26.0885	4.139	0.242	80.5	19.5
68.8693113	3.990417	17.7789	4.9588	22.7377	3.585	0.279	78.2	21.8
68.8752851	3.9917527	17.7327	5.1101	22.8428	3.470	0.288	77.6	22.4
68.8812017	3.9930438	19.0066	5.1698	24.1764	3.676	0.272	78.6	21.4
68.8866781	3.9931605	20.066	5.1212	25.1872	3.918	0.255	79.7	20.3
68.8916123	3.9935039	20.1993	4.9003	25.0996	4.122	0.243	80.5	19.5
68.8965448	3.9941204	19.1787	4.4812	23.6599	4.280	0.234	81.1	18.9
68.901993	3.9951194	17.1017	4.9805	22.0822	3.434	0.291	77.4	22.6
68.907779	3.9951936	18.9083	4.4954	23.4037	4.206	0.238	80.8	19.2
68.9133771	3.995761	17.7999	4.5268	22.3267	3.932	0.254	79.7	20.3
68.9189967	3.9970912	18.7378	4.458	23.1958	4.203	0.238	80.8	19.2
68.9243407	3.9972268	17.1638	4.0619	21.2257	4.226	0.237	80.9	19.1
68.9299139	3.9973513	14.8225	4.2931	19.1156	3.453	0.290	77.5	22.5
68.9356842	3.9984247	14.2954	4.114	18.4094	3.475	0.288	77.7	22.3
68.9413156	3.9995232	12.8784	4.2948	17.1732	2.999	0.333	75.0	25.0
68.9464002	3.9992086	12.8295	4.101	16.9305	3.128	0.320	75.8	24.2
68.9516416	4.0001094	11.9572	3.467	15.4242	3.449	0.290	77.5	22.5
68.957333	4.001164	9.7208	4.256	13.9768	2.284	0.438	69.5	30.5
68.9634346	4.0016766	11.4643	3.9097	15.374	2.932	0.341	74.6	25.4
68.9699665	4.0019174	10.8717	3.941	14.8127	2.759	0.363	73.4	26.6
68.9763491	4.0030894	11.6306	3.3833	15.0139	3.438	0.291	77.5	22.5
68.9822901	4.0032785	10.8809	3.3047	14.1856	3.293	0.304	76.7	23.3
68.9881725	4.0042817	12.9443	3.6329	16.5772	3.563	0.281	78.1	21.9
68.9943316	4.0049568	17.5448	3.5885	21.1333	4.889	0.205	83.0	17.0
69.0007761	4.0058231	20.0375	3.3329	23.3704	6.012	0.166	85.7	14.3
69.0063503	4.0064029	20.5729	3.7245	24.2974	5.524	0.181	84.7	15.3
69.0126667	4.0069382	23.3536	3.738	27.0916	6.248	0.160	86.2	13.8
69.0184984	4.0082243	22.2642	3.5635	25.8277	6.248	0.160	86.2	13.8
69.0246746	4.0083328	20.1965	3.9282	24.1247	5.141	0.194	83.7	16.3
69.0314277	4.0087739	21.5956	3.8004	25.396	5.682	0.176	85.0	15.0
69.0371511	4.0098425	19.7885	3.5413	23.3298	5.588	0.179	84.8	15.2
69.043529	4.0101005	17.3136	3.6037	20.9173	4.804	0.208	82.8	17.2
69.0499975	4.0109149	17.2386	3.5351	20.7737	4.876	0.205	83.0	17.0
69.0561334	4.0117839	16.2172	3.5852	19.8024	4.523	0.221	81.9	18.1
69.0624477	4.0122698	16.4068	3.3165	19.7233	4.947	0.202	83.2	16.8
69.0691769	4.0130983	15.0458	3.3944	18.4402	4.433	0.226	81.6	18.4
69.0756535	4.0142185	15.3668	4.0897	19.4565	3.757	0.266	79.0	21.0
69.0825947	4.015111	16.7888	3.4467	20.2355	4.871	0.205	83.0	17.0
69.0892407	4.0151885	14.1891	3.7641	17.9532	3.770	0.265	79.0	21.0
69.0958978	4.0157193	16.0587	4.0865	20.1452	3.930	0.254	79.7	20.3
69.10297	4.0167222	18.14	4.6522	22.7922	3.899	0.256	79.6	20.4
69.1100605	4.0169794	20.2983	4.8534	25.1517	4.182	0.239	80.7	19.3
69.1167612	4.0170134	20.6855	5.1474	25.8329	4.019	0.249	80.1	19.9
69.1236082	4.016997	22.3469	4.5518	26.8987	4.909	0.204	83.1	16.9
69.1304093	4.0166495	18.1693	5.6851	23.8544	3.196	0.313	76.2	23.8
69.1369235	4.0161052	20.4663	5.2664	25.7327	3.886	0.257	79.5	20.5
69.1436227	4.0160308	17.2085	4.7191	21.9276	3.647	0.274	78.5	21.5
69.1503002	4.0164903	14.372	4.9404	19.3124	2.909	0.344	74.4	25.6
69.1569553	4.016157	15.495	5.0105	20.5055	3.093	0.323	75.6	24.4
69.1639767	4.0158984	16.1693	4.6841	20.8534	3.452	0.290	77.5	22.5
69.1713482	4.0151557	16.7636	5.9759	22.7395	2.805	0.356	73.7	26.3
69.1785177	4.0150307	21.6304	5.3005	26.9309	4.081	0.245	80.3	19.7
69.1857659	4.0153405	20.7741	6.1418	26.9159	3.382	0.296	77.2	22.8
69.193184	4.0147522	24.0485	5.8263	29.8748	4.128	0.242	80.5	19.5
69.2003864	4.015179	23.5565	5.4222	28.9787	4.344	0.230	81.3	18.7
69.2075836	4.0150015	22.2671	6.2112	28.4783	3.585	0.279	78.2	21.8
69.2151297	4.0145613	25.3616	6.1002	31.4618	4.158	0.241	80.6	19.4
69.2226252	4.0142986	24.5878	6.0942	30.682	4.035	0.248	80.1	19.9
69.2297238	4.0138911	25.674	6.3491	32.0231	4.044	0.247	80.2	19.8
69.2367775	4.0141798	25.8888	5.7351	31.6239	4.514	0.222	81.9	18.1
69.2440066	4.0145823	24.0498	5.7434	29.7932	4.187	0.239	80.7	19.3
69.2512628	4.0143235	23.8732	5.8713	29.7445	4.066	0.246	80.3	19.7
69.2587141	4.0134863	24.2909	6.5817	30.8726	3.691	0.271	78.7	21.3
69.2662538	4.0139296	27.2132	6.7782	33.9914	4.015	0.249	80.1	19.9
69.2734758	4.01412	27.8545	5.7823	33.6368	4.817	0.208	82.8	17.2
69.2809337	4.0135501	23.5942	6.8443	30.4385	3.447	0.290	77.5	22.5
69.2883306	4.0134637	25.9771	6.5509	32.528	3.965	0.252	79.9	20.1
69.2953017	4.0133075	23.3754	5.6648	29.0402	4.126	0.242	80.5	19.5
69.3023166	4.0128923	20.044	5.899	25.943	3.398	0.294	77.3	22.7
69.3092098	4.013527	19.9499	5.9719	25.9218	3.341	0.299	77.0	23.0
69.3158399	4.0128913	19.9568	5.1956	25.1524	3.841	0.260	79.3	20.7
69.3226982	4.0123062	16.418	5.4971	21.9151	2.987	0.335	74.9	25.1
69.3296847	4.0124179	17.1678	5.3897	22.5575	3.185	0.314	76.1	23.9
69.336376	4.0129145	16.9091	5.0198	21.9289	3.368	0.297	77.1	22.9
69.3435078	4.0127093	15.1913	5.3167	20.508	2.857	0.350	74.1	25.9
69.3510575	4.0121679	14.6552	4.9796	19.6348	2.943	0.340	74.6	25.4
69.3585587	4.0115324	12.5659	5.0052	17.5711	2.511	0.398	71.5	28.5
69.3660305	4.0112933	12.2453	5.1042	17.3495	2.399	0.417	70.6	29.4
69.3734709	4.0114569	13.3342	4.8246	18.1588	2.764	0.362	73.4	26.6
69.3808986	4.0121037	13.7606	4.7407	18.5013	2.903	0.345	74.4	25.6
69.3882364	4.0118693	14.7448	4.9749	19.7197	2.964	0.337	74.8	25.2
69.3956454	4.0118989	15.2765	4.7177	19.9942	3.238	0.309	76.4	23.6
69.4032148	4.011431	14.1799	4.7748	18.9547	2.970	0.337	74.8	25.2
69.4106997	4.0109232	13.5171	4.6501	18.1672	2.907	0.344	74.4	25.6
69.4183625	4.0109877	13.4839	4.7117	18.1956	2.862	0.349	74.1	25.9
69.425879	4.0108353	13.5762	4.6434	18.2196	2.924	0.342	74.5	25.5
69.4332443	4.0108598	12.821	4.4282	17.2492	2.895	0.345	74.3	25.7
69.4407018	4.0105206	12.271	5.1879	17.4589	2.365	0.423	70.3	29.7
69.448303	4.0099118	15.3093	4.645	19.9543	3.296	0.303	76.7	23.3
69.4559147	4.010045	13.8065	5.4797	19.2862	2.520	0.397	71.6	28.4
69.4633311	4.0103693	16.5204	5.2075	21.7279	3.172	0.315	76.0	24.0
69.4705622	4.0103277	15.9313	5.7831	21.7144	2.755	0.363	73.4	26.6
69.4777487	4.0098477	17.5292	5.7915	23.3207	3.027	0.330	75.2	24.8
69.4853395	4.0094905	17.9981	5.0434	23.0415	3.569	0.280	78.1	21.9
69.4929719	4.0091145	16.1095	6.4946	22.6041	2.480	0.403	71.3	28.7
69.5004921	4.0091005	20.0913	6.3344	26.4257	3.172	0.315	76.0	24.0
69.5079838	4.0093796	19.7958	5.7747	25.5705	3.428	0.292	77.4	22.6
69.5155264	4.0096735	17.6875	6.2616	23.9491	2.825	0.354	73.9	26.1
69.5226739	4.0088645	18.6064	5.669	24.2754	3.282	0.305	76.6	23.4
69.5293759	4.008481	16.857	6.3338	23.1908	2.661	0.376	72.7	27.3
69.5355799	4.0081967	18.6502	6.1009	24.7511	3.057	0.327	75.4	24.6
69.5417435	4.0090774	17.8003	5.8013	23.6016	3.068	0.326	75.4	24.6
69.5482857	4.0084702	17.1566	6.3293	23.4859	2.711	0.369	73.1	26.9
69.5548869	4.0078511	18.3394	5.6142	23.9536	3.267	0.306	76.6	23.4
69.5614837	4.0079817	15.7937	5.8293	21.623	2.709	0.369	73.0	27.0
69.5677974	4.0085599	16.5267	5.9357	22.4624	2.784	0.359	73.6	26.4
69.5738557	4.0080086	16.9055	5.18	22.0855	3.264	0.306	76.5	23.5
69.580367	4.0082319	15.6482	5.1414	20.7896	3.044	0.329	75.3	24.7
69.5868838	4.0078472	16.616	5.5708	22.1868	2.983	0.335	74.9	25.1
69.5935522	4.0073996	19.1079	5.033	24.1409	3.797	0.263	79.2	20.8
69.6002476	4.0071732	17.1653	5.5754	22.7407	3.079	0.325	75.5	24.5
69.6068272	4.0069798	19.3396	5.2349	24.5745	3.694	0.271	78.7	21.3
69.6132443	4.0068436	17.218	5.8046	23.0226	2.966	0.337	74.8	25.2
69.6199088	4.0073916	18.3781	5.3218	23.6999	3.453	0.290	77.5	22.5
69.626549	4.0076938	15.9547	5.2709	21.2256	3.027	0.330	75.2	24.8
69.6332015	4.0072802	16.0245	5.3154	21.3399	3.015	0.332	75.1	24.9
69.639807	4.0072499	15.8448	5.3801	21.2249	2.945	0.340	74.7	25.3
69.6462724	4.0068693	16.8957	5.2346	22.1303	3.228	0.310	76.3	23.7
69.65263	4.0066516	16.71	5.3556	22.0656	3.120	0.321	75.7	24.3
69.65906	4.0065116	18.1064	5.8773	23.9837	3.081	0.325	75.5	24.5
69.6653518	4.0063538	20.3143	6.2358	26.5501	3.258	0.307	76.5	23.5
69.6719653	4.0062952	20.9971	4.738	25.7351	4.432	0.226	81.6	18.4
69.6785642	4.00613	16.5022	5.8407	22.3429	2.825	0.354	73.9	26.1
69.6851647	4.0060216	20.122	5.5129	25.6349	3.650	0.274	78.5	21.5
69.6917867	4.0056036	18.5617	5.6423	24.204	3.290	0.304	76.7	23.3
69.6982862	4.00531	18.8144	5.6168	24.4312	3.350	0.299	77.0	23.0
69.7047374	4.0059918	18.5542	5.8271	24.3813	3.184	0.314	76.1	23.9
69.7114755	4.0058573	19.2633	5.6548	24.9181	3.407	0.294	77.3	22.7
69.7181508	4.0060123	18.2521	5.9991	24.2512	3.042	0.329	75.3	24.7
69.7247605	4.005195	18.2259	5.5424	23.7683	3.288	0.304	76.7	23.3
69.7312537	4.0046321	16.9431	5.7635	22.7066	2.940	0.340	74.6	25.4
69.737627	4.0051176	17.3391	5.5975	22.9366	3.098	0.323	75.6	24.4
69.7441428	4.0052896	17.3025	5.26	22.5625	3.289	0.304	76.7	23.3
69.7506299	4.004574	15.7502	5.3711	21.1213	2.932	0.341	74.6	25.4
69.7572235	4.0047374	16.2592	4.8814	21.1406	3.331	0.300	76.9	23.1
69.7638831	4.0045954	14.5983	4.8417	19.44	3.015	0.332	75.1	24.9
69.7701667	4.0042664	13.8352	5.3836	19.2188	2.570	0.389	72.0	28.0
69.7764595	4.0045432	15.2433	5.1314	20.3747	2.971	0.337	74.8	25.2
69.783002	4.0040344	14.2941	5.0421	19.3362	2.835	0.353	73.9	26.1
69.789527	4.0039297	13.177	4.9459	18.1229	2.664	0.375	72.7	27.3
69.7959519	4.0043209	12.7383	4.8918	17.6301	2.604	0.384	72.3	27.7
69.8025966	4.0041593	12.5062	5.2844	17.7906	2.367	0.423	70.3	29.7
69.8093632	4.0037474	13.3298	4.5562	17.886	2.926	0.342	74.5	25.5
69.8162279	4.0032531	11.5477	4.1168	15.6645	2.805	0.357	73.7	26.3
69.8229839	4.0034589	10.5414	4.3715	14.9129	2.411	0.415	70.7	29.3
69.8298416	4.0036254	10.966	4.3909	15.3569	2.497	0.400	71.4	28.6
69.836687	4.0035214	11.0525	4.6919	15.7444	2.356	0.425	70.2	29.8
69.8433643	4.0036684	12.2585	4.7708	17.0293	2.569	0.389	72.0	28.0
69.8498016	4.0027718	12.8301	5.19	18.0201	2.472	0.405	71.2	28.8
69.8562564	4.002552	14.2356	4.4544	18.69	3.196	0.313	76.2	23.8
69.8627572	4.0028382	12.7065	4.6735	17.38	2.719	0.368	73.1	26.9
69.8694961	4.0030532	13.3058	4.5342	17.84	2.935	0.341	74.6	25.4
69.8762685	4.0029485	13.5793	5.1991	18.7784	2.612	0.383	72.3	27.7
69.8827929	4.0021535	15.7865	4.7971	20.5836	3.291	0.304	76.7	23.3
69.8895464	4.002487	14.6632	4.4283	19.0915	3.311	0.302	76.8	23.2
69.8962213	4.0018308	13.8584	5.1724	19.0308	2.679	0.373	72.8	27.2
69.9028014	4.0014742	15.7761	4.3018	20.0779	3.667	0.273	78.6	21.4
69.9087769	4.0071405	13.3154	4.7305	18.0459	2.815	0.355	73.8	26.2
69.9102787	4.0254758	14.4967	4.3919	18.8886	3.301	0.303	76.7	23.3
69.9112979	4.0458719	12.9319	4.6208	17.5527	2.799	0.357	73.7	26.3
69.9128708	4.0666679	14.0624	4.2165	18.2789	3.335	0.300	76.9	23.1
69.9143493	4.0885603	12.7515	4.3205	17.072	2.951	0.339	74.7	25.3
69.9160141	4.1120377	13.1609	4.3153	17.4762	3.050	0.328	75.3	24.7
69.9175864	4.1357534	13.4124	5.0905	18.5029	2.635	0.380	72.5	27.5
69.9193007	4.1593011	15.4361	4.4312	19.8673	3.484	0.287	77.7	22.3
69.9207376	4.1828148	13.0197	4.6632	17.6829	2.792	0.358	73.6	26.4
69.9224768	4.2060403	13.8325	4.3134	18.1459	3.207	0.312	76.2	23.8
69.9241941	4.2292875	12.6998	4.0509	16.7507	3.135	0.319	75.8	24.2
69.9256977	4.2531699	11.8347	3.9386	15.7733	3.005	0.333	75.0	25.0
69.9272827	4.276801	11.422	4.7361	16.1581	2.412	0.415	70.7	29.3
69.9292234	4.2998811	14.8369	5.0214	19.8583	2.955	0.338	74.7	25.3
69.9306432	4.3234914	16.4746	4.4704	20.945	3.685	0.271	78.7	21.3
69.9322203	4.3468497	15.3842	5.0728	20.457	3.033	0.330	75.2	24.8
69.9340149	4.370332	16.9142	5.1604	22.0746	3.278	0.305	76.6	23.4
69.93556	4.3944138	16.5215	5.0487	21.5702	3.272	0.306	76.6	23.4
69.9370728	4.4174282	16.0476	5.0356	21.0832	3.187	0.314	76.1	23.9
69.9385747	4.4397558	16.3821	5.1435	21.5256	3.185	0.314	76.1	23.9
69.9401627	4.461992	15.9337	5.2513	21.185	3.034	0.330	75.2	24.8
69.9418605	4.4838863	16.0546	4.6981	20.7527	3.417	0.293	77.4	22.6
69.9434382	4.5056633	13.6185	4.2596	17.8781	3.197	0.313	76.2	23.8
69.9450938	4.5271824	12.163	4.6975	16.8605	2.589	0.386	72.1	27.9
69.9466806	4.5487896	13.3126	4.8442	18.1568	2.748	0.364	73.3	26.7
69.9480477	4.5707435	14.352	4.1619	18.5139	3.448	0.290	77.5	22.5
69.9493677	4.5923303	11.8763	4.1657	16.042	2.851	0.351	74.0	26.0
69.9509751	4.6119543	11.9253	4.7294	16.6547	2.522	0.397	71.6	28.4
69.9523451	4.6281072	13.5828	4.6082	18.191	2.948	0.339	74.7	25.3
69.9531663	4.6463185	13.7854	4.4755	18.2609	3.080	0.325	75.5	24.5
69.9546069	4.6661077	13.7272	5.1422	18.8694	2.670	0.375	72.7	27.3
69.9561876	4.6869273	16.3938	4.683	21.0768	3.501	0.286	77.8	22.2
69.957625	4.7080092	15.0758	4.953	20.0288	3.044	0.329	75.3	24.7
69.9589643	4.7293459	15.515	4.8089	20.3239	3.226	0.310	76.3	23.7
69.960568	4.7513137	14.0938	4.469	18.5628	3.154	0.317	75.9	24.1
69.9625061	4.7742988	13.2278	4.4821	17.7099	2.951	0.339	74.7	25.3
69.9640912	4.7979339	11.9557	4.2347	16.1904	2.823	0.354	73.8	26.2
69.9657117	4.8213035	11.2578	4.4971	15.7549	2.503	0.399	71.5	28.5
69.9673004	4.8447556	11.5869	4.0928	15.6797	2.831	0.353	73.9	26.1
69.9689271	4.8682307	10.8178	4.5666	15.3844	2.369	0.422	70.3	29.7
69.970337	4.891676	12.3667	4.7801	17.1468	2.587	0.387	72.1	27.9
69.9720684	4.9150432	13.1963	5.0845	18.2808	2.595	0.385	72.2	27.8
69.9738867	4.9382743	13.9253	5.0601	18.9854	2.752	0.363	73.3	26.7
69.9755417	4.9610791	13.8029	4.8499	18.6528	2.846	0.351	74.0	26.0
69.9770746	4.9841075	13.2142	5.0007	18.2149	2.642	0.378	72.5	27.5
69.9787552	5.0073143	14.7263	6.1445	20.8708	2.397	0.417	70.6	29.4
69.9801952	5.0306182	19.9563	5.442	25.3983	3.667	0.273	78.6	21.4
69.9816424	5.0543798	17.6137	5.5084	23.1221	3.198	0.313	76.2	23.8
69.983422	5.0776403	18.2108	4.9926	23.2034	3.648	0.274	78.5	21.5
69.9852524	5.1009038	15.4898	5.4584	20.9482	2.838	0.352	73.9	26.1
69.9867298	5.1243599	16.8026	5.4944	22.297	3.058	0.327	75.4	24.6
69.9882451	5.1475791	16.6132	5.0167	21.6299	3.312	0.302	76.8	23.2
69.9899138	5.1705614	14.5308	5.1473	19.6781	2.823	0.354	73.8	26.2
69.9917341	5.1937812	15.2529	5.5508	20.8037	2.748	0.364	73.3	26.7
69.9933395	5.2167984	16.2894	5.2923	21.5817	3.078	0.325	75.5	24.5
69.9949324	5.2384046	15.5164	5.491	21.0074	2.826	0.354	73.9	26.1
69.9963501	5.2598681	17.0071	5.2886	22.2957	3.216	0.311	76.3	23.7
69.9975689	5.280979	16.7219	5.2507	21.9726	3.185	0.314	76.1	23.9
69.999027	5.3019856	17.5005	5.5342	23.0347	3.162	0.316	76.0	24.0
70.0005794	5.3230003	19.1339	4.9086	24.0425	3.898	0.257	79.6	20.4
70.0020582	5.3436689	17.7014	5.4949	23.1963	3.221	0.310	76.3	23.7
70.0029383	5.365035	18.8897	4.741	23.6307	3.984	0.251	79.9	20.1
70.0033435	5.3871027	16.5704	4.6134	21.1838	3.592	0.278	78.2	21.8
70.004198	5.4103636	15.5159	5.0108	20.5267	3.096	0.323	75.6	24.4
70.0050726	5.4341522	17.2393	4.8426	22.0819	3.560	0.281	78.1	21.9
70.0058532	5.4578719	16.6976	4.7155	21.4131	3.541	0.282	78.0	22.0
70.0064951	5.4815117	16.8515	4.6639	21.5154	3.613	0.277	78.3	21.7
70.0068632	5.5056278	17.4741	4.3594	21.8335	4.008	0.249	80.0	20.0
70.0074931	5.5295909	17.0441	4.9181	21.9622	3.466	0.289	77.6	22.4
70.0082316	5.5534838	21.0096	4.3478	25.3574	4.832	0.207	82.9	17.1
70.0088522	5.5770035	17.6816	4.955	22.6366	3.568	0.280	78.1	21.9
70.0095526	5.5989384	19.0342	4.6525	23.6867	4.091	0.244	80.4	19.6
70.0104215	5.6204164	16.4608	4.7741	21.2349	3.448	0.290	77.5	22.5
70.0108666	5.6414115	15.5779	4.711	20.2889	3.307	0.302	76.8	23.2
70.0114823	5.662501	13.1898	4.7744	17.9642	2.763	0.362	73.4	26.6
70.0122212	5.6835917	12.0096	4.8666	16.8762	2.468	0.405	71.2	28.8
70.0128675	5.7046842	11.0132	4.5382	15.5514	2.427	0.412	70.8	29.2
70.0134132	5.726738	10.138	3.9994	14.1374	2.535	0.394	71.7	28.3
70.0141226	5.7499114	8.7039	4.1113	12.8152	2.117	0.472	67.9	32.1
70.0149458	5.77309	8.9998	4.534	13.5338	1.985	0.504	66.5	33.5
70.0153326	5.7965783	10.4578	4.6779	15.1357	2.236	0.447	69.1	30.9
70.0160222	5.8202875	11.4997	4.701	16.2007	2.446	0.409	71.0	29.0
70.0169472	5.8438145	12.5731	4.505	17.0781	2.791	0.358	73.6	26.4
70.0175487	5.8675107	12.1625	4.9443	17.1068	2.460	0.407	71.1	28.9
70.0180207	5.891168	13.1927	4.6206	17.8133	2.855	0.350	74.1	25.9
70.0186348	5.9147279	12.4018	4.7771	17.1789	2.596	0.385	72.2	27.8
70.0195133	5.938372	11.8884	4.979	16.8674	2.388	0.419	70.5	29.5
70.0203054	5.9618384	11.759	4.4621	16.2211	2.635	0.379	72.5	27.5
70.0209722	5.9848917	9.5333	4.6832	14.2165	2.036	0.491	67.1	32.9
70.0213938	6.0066236	9.1419	4.1142	13.2561	2.222	0.450	69.0	31.0
70.0221164	6.0274984	7.9461	4.0703	12.0164	1.952	0.512	66.1	33.9
70.02289	6.0486692	7.3475	4.0733	11.4208	1.804	0.554	64.3	35.7
70.0233178	6.0700298	7.3445	3.9979	11.3424	1.837	0.544	64.8	35.2
70.0240623	6.0926111	8.0383	4.0324	12.0707	1.993	0.502	66.6	33.4
70.0247466	6.1155128	8.7891	4.1049	12.894	2.141	0.467	68.2	31.8
70.0253546	6.1389646	9.7109	4.0744	13.7853	2.383	0.420	70.4	29.6
70.0258936	6.1618644	10.1456	4.7331	14.8787	2.144	0.467	68.2	31.8
70.0264411	6.1837392	13	4.5211	17.5211	2.875	0.348	74.2	25.8
70.0271524	6.2051279	12.6673	4.5347	17.202	2.793	0.358	73.6	26.4
70.0278814	6.226346	13.6844	4.749	18.4334	2.882	0.347	74.2	25.8
70.0286698	6.2475859	15.4318	4.7733	20.2051	3.233	0.309	76.4	23.6
70.0291176	6.2690935	16.8287	4.5599	21.3886	3.691	0.271	78.7	21.3
70.0296137	6.2904405	15.7489	4.6874	20.4363	3.360	0.298	77.1	22.9
70.0302833	6.3116673	15.5323	4.8301	20.3624	3.216	0.311	76.3	23.7
70.0308578	6.332539	14.7807	4.7491	19.5298	3.112	0.321	75.7	24.3
70.0312773	6.3535965	13.6897	4.5693	18.259	2.996	0.334	75.0	25.0
70.0319473	6.3744067	10.8531	4.2769	15.13	2.538	0.394	71.7	28.3
70.0328338	6.3949151	9.4937	4.2686	13.7623	2.224	0.450	69.0	31.0
70.0334753	6.4155077	8.9109	4.1731	13.084	2.135	0.468	68.1	31.9
70.0340727	6.4362721	8.2554	3.6801	11.9355	2.243	0.446	69.2	30.8
70.0345996	6.4567352	6.9258	3.6038	10.5296	1.922	0.520	65.8	34.2
70.0351292	6.4773764	6.6253	3.6835	10.3088	1.799	0.556	64.3	35.7
70.0356707	6.4978287	6.6146	3.5826	10.1972	1.846	0.542	64.9	35.1
70.0363543	6.5182182	6.6403	3.1054	9.7457	2.138	0.468	68.1	31.9
70.0369387	6.5387576	5.6803	3.3169	8.9972	1.713	0.584	63.1	36.9
70.0374129	6.5591096	6.046	3.1283	9.1743	1.933	0.517	65.9	34.1
70.0379269	6.5791699	5.5596	3.0454	8.605	1.826	0.548	64.6	35.4
70.0385487	6.5994712	5.6868	3.1884	8.8752	1.784	0.561	64.1	35.9
70.0391778	6.6198022	5.9199	2.9021	8.822	2.040	0.490	67.1	32.9
70.0397119	6.6397166	5.2128	3.0953	8.3081	1.684	0.594	62.7	37.3
70.0402352	6.6596655	5.448	3.0805	8.5285	1.769	0.565	63.9	36.1
70.040974	6.6792606	5.5362	2.7124	8.2486	2.041	0.490	67.1	32.9
70.0416713	6.699006	5.1553	2.8241	7.9794	1.825	0.548	64.6	35.4
70.0420662	6.7189269	5.8736	2.7754	8.649	2.116	0.473	67.9	32.1
70.0425562	6.7386907	6.0122	3.1036	9.1158	1.937	0.516	66.0	34.0
70.0432832	6.7585005	7.0146	3.1359	10.1505	2.237	0.447	69.1	30.9
70.0439321	6.7782015	7.368	3.2381	10.6061	2.275	0.439	69.5	30.5
70.0444554	6.7979143	8.0611	3.3161	11.3772	2.431	0.411	70.9	29.1
70.0449983	6.8179014	8.7737	3.4382	12.2119	2.552	0.392	71.8	28.2
70.0455861	6.8378622	9.5924	3.6494	13.2418	2.628	0.380	72.4	27.6
70.0462405	6.8578804	10.1916	3.7477	13.9393	2.719	0.368	73.1	26.9
70.0466896	6.8782154	10.5411	3.8016	14.3427	2.773	0.361	73.5	26.5
70.0471371	6.8984751	11.1439	4.0848	15.2287	2.728	0.367	73.2	26.8
70.04783	6.9186431	12.5218	4.8318	17.3536	2.592	0.386	72.2	27.8
70.0483945	6.939116	15.2711	4.6332	19.9043	3.296	0.303	76.7	23.3
70.0488849	6.9596897	14.8964	4.2517	19.1481	3.504	0.285	77.8	22.2
70.0497726	6.9804979	13.9643	5.6181	19.5824	2.486	0.402	71.3	28.7
70.0502918	7.0015564	18.1236	5.1836	23.3072	3.496	0.286	77.8	22.2
70.0506422	7.0225479	15.6296	5.6497	21.2793	2.766	0.361	73.4	26.6
70.0514901	7.0437058	17.1666	5.5979	22.7645	3.067	0.326	75.4	24.6
70.0521094	7.0649384	16.4134	5.5316	21.945	2.967	0.337	74.8	25.2
70.0525147	7.0864065	15.6556	5.7089	21.3645	2.742	0.365	73.3	26.7
70.0532078	7.1078461	15.8919	5.2604	21.1523	3.021	0.331	75.1	24.9
70.053908	7.1291275	14.7534	4.7003	19.4537	3.139	0.319	75.8	24.2
70.0546622	7.1504504	12.9103	4.7979	17.7082	2.691	0.372	72.9	27.1
70.0552654	7.1721404	13.8128	5.3049	19.1177	2.604	0.384	72.3	27.7
70.0557042	7.1936323	15.7637	5.3331	21.0968	2.956	0.338	74.7	25.3
70.0564218	7.2149542	16.4669	4.841	21.3079	3.402	0.294	77.3	22.7
70.0571863	7.23635	14.8679	4.7316	19.5995	3.142	0.318	75.9	24.1
70.0576891	7.2578147	14.3656	4.872	19.2376	2.949	0.339	74.7	25.3
70.0584026	7.2793661	14.4569	4.6504	19.1073	3.109	0.322	75.7	24.3
70.0588796	7.3008855	13.6161	4.5961	18.2122	2.963	0.338	74.8	25.2
70.0594629	7.3224233	13.2766	4.3851	17.6617	3.028	0.330	75.2	24.8
70.0600056	7.3440659	12.3702	4.5815	16.9517	2.700	0.370	73.0	27.0
70.0606495	7.365522	13.0576	4.4006	17.4582	2.967	0.337	74.8	25.2
70.0612273	7.3870006	12.3343	4.092	16.4263	3.014	0.332	75.1	24.9
70.0618765	7.4087205	11.3102	4.0852	15.3954	2.769	0.361	73.5	26.5
70.0626696	7.4302213	11.599	3.7691	15.3681	3.077	0.325	75.5	24.5
70.06323	7.4518657	10.8669	3.7509	14.6178	2.897	0.345	74.3	25.7
70.063822	7.4734519	11.08	4.1563	15.2363	2.666	0.375	72.7	27.3
70.0644119	7.4946334	11.8831	3.907	15.7901	3.041	0.329	75.3	24.7
70.064943	7.5157221	11.7554	4.067	15.8224	2.890	0.346	74.3	25.7
70.0656938	7.537042	11.6335	3.6966	15.3301	3.147	0.318	75.9	24.1
70.0665115	7.5579366	11.043	3.8215	14.8645	2.890	0.346	74.3	25.7
70.0670513	7.5785894	11.1251	4.0307	15.1558	2.760	0.362	73.4	26.6
70.0674612	7.5989918	12.0687	4.0108	16.0795	3.009	0.332	75.1	24.9
70.0679426	7.6193943	11.4893	3.9902	15.4795	2.879	0.347	74.2	25.8
70.0685723	7.6397755	11.0072	4.3585	15.3657	2.525	0.396	71.6	28.4
70.0691258	7.6599283	12.5839	4.0721	16.656	3.090	0.324	75.6	24.4
70.0697997	7.6801534	10.7525	4.5097	15.2622	2.384	0.419	70.5	29.5
