lat	lon	DMS [nmol/L]	MeSH [nmol/L]	sum	DMS_MeSH	MeSH_DMS	DMS_frac	MeSH_frac
66.9241577	3.7840813	25.674	2.2191	27.8931	11.570	0.086	92.0	8.0
66.9308264	3.7844076	28.7178	2.2056	30.9234	13.020	0.077	92.9	7.1
66.9374163	3.7848706	28.4424	2.6122	31.0546	10.888	0.092	91.6	8.4
66.9440746	3.7857606	34.293	2.1472	36.4402	15.971	0.063	94.1	5.9
66.9507811	3.7873838	31.0453	2.4447	33.49	12.699	0.079	92.7	7.3
66.9574935	3.7880247	34.4001	2.239	36.6391	15.364	0.065	93.9	6.1
66.9641567	3.7887536	31.3024	2.1148	33.4172	14.802	0.068	93.7	6.3
66.9707207	3.7890984	29.8497	2.2504	32.1001	13.264	0.075	93.0	7.0
66.977022	3.7898618	32.3906	2.4892	34.8798	13.012	0.077	92.9	7.1
66.9832154	3.7904649	37.4237	2.456	39.8797	15.238	0.066	93.8	6.2
66.9894005	3.7908142	35.2536	2.4534	37.707	14.369	0.070	93.5	6.5
66.9955301	3.7912206	34.4092	2.2866	36.6958	15.048	0.066	93.8	6.2
67.0016062	3.7919515	30.0314	2.5847	32.6161	11.619	0.086	92.1	7.9
67.0076625	3.792477	30.9416	2.1232	33.0648	14.573	0.069	93.6	6.4
67.0136284	3.7930438	24.0589	2.2639	26.3228	10.627	0.094	91.4	8.6
67.0196478	3.793823	24.3333	2.2976	26.6309	10.591	0.094	91.4	8.6
67.0256421	3.7946622	22.2377	2.32	24.5577	9.585	0.104	90.6	9.4
67.031666	3.7955158	21.1133	2.2498	23.3631	9.385	0.107	90.4	9.6
67.0376806	3.7959939	21.5743	2.3548	23.9291	9.162	0.109	90.2	9.8
67.0436513	3.7961595	21.9725	2.1778	24.1503	10.089	0.099	91.0	9.0
67.0495668	3.7969204	19.6307	2.229	21.8597	8.807	0.114	89.8	10.2
67.0555571	3.7973586	21.6032	2.306	23.9092	9.368	0.107	90.4	9.6
67.0614451	3.7982403	23.2036	2.1734	25.377	10.676	0.094	91.4	8.6
67.0673796	3.798986	21.5583	1.9959	23.5542	10.801	0.093	91.5	8.5
67.073318	3.7997345	19.7269	2.22	21.9469	8.886	0.113	89.9	10.1
67.0792661	3.8005835	22.2176	2.3449	24.5625	9.475	0.106	90.5	9.5
67.0851887	3.8008266	24.1469	2.1646	26.3115	11.155	0.090	91.8	8.2
67.0909722	3.8017253	25.061	2.5348	27.5958	9.887	0.101	90.8	9.2
67.096781	3.8019212	31.5597	2.5689	34.1286	12.285	0.081	92.5	7.5
67.1026178	3.8025363	32.4117	2.3875	34.7992	13.576	0.074	93.1	6.9
67.1084317	3.8031912	31.3882	2.3256	33.7138	13.497	0.074	93.1	6.9
67.1141896	3.8037693	30.5161	2.2185	32.7346	13.755	0.073	93.2	6.8
67.1199077	3.8042017	28.2934	2.1707	30.4641	13.034	0.077	92.9	7.1
67.1255173	3.8047425	27.6699	2.1943	29.8642	12.610	0.079	92.7	7.3
67.1312074	3.8050056	26.548	2.3333	28.8813	11.378	0.088	91.9	8.1
67.1368156	3.8059528	27.0946	2.2079	29.3025	12.272	0.081	92.5	7.5
67.1424939	3.8067223	25.4913	2.2795	27.7708	11.183	0.089	91.8	8.2
67.1481631	3.8074234	25.2299	2.2213	27.4512	11.358	0.088	91.9	8.1
67.1538539	3.8079845	24.6288	2.4899	27.1187	9.891	0.101	90.8	9.2
67.1595187	3.8088404	27.1352	2.3878	29.523	11.364	0.088	91.9	8.1
67.1651815	3.8087685	25.6062	2.1456	27.7518	11.934	0.084	92.3	7.7
67.170704	3.8094191	25.2483	2.1089	27.3572	11.972	0.084	92.3	7.7
67.1762031	3.8103118	25.729	2.3813	28.1103	10.805	0.093	91.5	8.5
67.1817254	3.8106526	29.0645	2.2186	31.2831	13.100	0.076	92.9	7.1
67.1873168	3.811287	27.3865	2.0992	29.4857	13.046	0.077	92.9	7.1
67.1928603	3.8116027	24.8577	2.0765	26.9342	11.971	0.084	92.3	7.7
67.1983545	3.8125666	24.1229	2.0338	26.1567	11.861	0.084	92.2	7.8
67.2036762	3.8130553	23.7457	2.3013	26.047	10.318	0.097	91.2	8.8
67.2089528	3.813578	24.7374	2.1852	26.9226	11.320	0.088	91.9	8.1
67.2141858	3.813876	22.3203	2.0632	24.3835	10.818	0.092	91.5	8.5
67.2194559	3.8144434	19.8977	2.0377	21.9354	9.765	0.102	90.7	9.3
67.2246659	3.8154847	18.6248	1.9454	20.5702	9.574	0.104	90.5	9.5
67.2298388	3.8154462	17.5104	2.0944	19.6048	8.361	0.120	89.3	10.7
67.2352047	3.8157873	17.7211	2.1111	19.8322	8.394	0.119	89.4	10.6
67.2406025	3.8168165	17.676	2.2907	19.9667	7.716	0.130	88.5	11.5
67.2458947	3.8175044	19.35	2.2835	21.6335	8.474	0.118	89.4	10.6
67.2512216	3.818276	19.5664	2.0876	21.654	9.373	0.107	90.4	9.6
67.2562167	3.8189215	18.163	2.0901	20.2531	8.690	0.115	89.7	10.3
67.2608489	3.8191489	18.7793	2.0982	20.8775	8.950	0.112	89.9	10.1
67.2658028	3.8190404	19.0209	2.34	21.3609	8.129	0.123	89.0	11.0
67.270586	3.8201046	20.6177	2.1634	22.7811	9.530	0.105	90.5	9.5
67.2754942	3.8200783	19.1205	2.2119	21.3324	8.644	0.116	89.6	10.4
67.2807411	3.8207018	18.7751	1.9207	20.6958	9.775	0.102	90.7	9.3
67.2859189	3.8213395	16.5393	1.8344	18.3737	9.016	0.111	90.0	10.0
67.2909963	3.8221519	14.6972	1.9692	16.6664	7.464	0.134	88.2	11.8
67.2957589	3.8228475	15.1023	1.8022	16.9045	8.380	0.119	89.3	10.7
67.3006271	3.8228223	14.211	1.8763	16.0873	7.574	0.132	88.3	11.7
67.305699	3.8233623	13.6963	1.8559	15.5522	7.380	0.136	88.1	11.9
67.3109209	3.8239559	13.8443	1.9014	15.7457	7.281	0.137	87.9	12.1
67.3159787	3.8246533	12.7037	1.9009	14.6046	6.683	0.150	87.0	13.0
67.3208115	3.8253124	11.6566	1.84	13.4966	6.335	0.158	86.4	13.6
67.3258657	3.8255557	10.1875	1.9617	12.1492	5.193	0.193	83.9	16.1
67.330498	3.826487	10.1852	2.2171	12.4023	4.594	0.218	82.1	17.9
67.3353731	3.8265392	10.8781	1.9443	12.8224	5.595	0.179	84.8	15.2
67.3405568	3.8268824	9.9156	2.0274	11.943	4.891	0.204	83.0	17.0
67.3458034	3.8276839	9.9201	2.0151	11.9352	4.923	0.203	83.1	16.9
67.3510495	3.827639	10.3683	2.0753	12.4436	4.996	0.200	83.3	16.7
67.356318	3.8289392	12.0482	2.2462	14.2944	5.364	0.186	84.3	15.7
67.361662	3.8293656	13.9945	2.2871	16.2816	6.119	0.163	86.0	14.0
67.3670634	3.8297726	15.0135	2.1397	17.1532	7.017	0.143	87.5	12.5
67.3721218	3.8306035	15.1068	1.9318	17.0386	7.820	0.128	88.7	11.3
67.3769157	3.8312942	13.555	2.1778	15.7328	6.224	0.161	86.2	13.8
67.3817682	3.8320741	15.9367	2.025	17.9617	7.870	0.127	88.7	11.3
67.3869795	3.83166	15.7708	1.9768	17.7476	7.978	0.125	88.9	11.1
67.3923761	3.8321495	17.7337	2.0194	19.7531	8.782	0.114	89.8	10.2
67.3977948	3.8331644	18.3922	2.3657	20.7579	7.775	0.129	88.6	11.4
67.402912	3.8338069	22.1966	1.9748	24.1714	11.240	0.089	91.8	8.2
67.4076586	3.8347041	19.1462	2.2622	21.4084	8.464	0.118	89.4	10.6
67.4123963	3.8346489	21.3691	2.0583	23.4274	10.382	0.096	91.2	8.8
67.4174855	3.8348438	18.8571	2.3388	21.1959	8.063	0.124	89.0	11.0
67.4225319	3.83541	20.325	2.213	22.538	9.184	0.109	90.2	9.8
67.4273812	3.8361387	17.8288	2.1458	19.9746	8.309	0.120	89.3	10.7
67.4318179	3.8367257	17.3004	2.1941	19.4945	7.885	0.127	88.7	11.3
67.4365619	3.8368227	16.3706	2.0766	18.4472	7.883	0.127	88.7	11.3
67.4412465	3.8377158	15.5028	2.218	17.7208	6.990	0.143	87.5	12.5
67.4460992	3.8381326	16.4202	2.2155	18.6357	7.412	0.135	88.1	11.9
67.4511364	3.8382575	15.7997	2.0603	17.86	7.669	0.130	88.5	11.5
67.4562147	3.8393658	15.1293	1.9797	17.109	7.642	0.131	88.4	11.6
67.4611611	3.8401295	14.6195	2.0991	16.7186	6.965	0.144	87.4	12.6
67.4658675	3.8404449	15.3092	2.253	17.5622	6.795	0.147	87.2	12.8
67.4705515	3.8405626	15.6433	2.4792	18.1225	6.310	0.158	86.3	13.7
67.4754433	3.8411491	17.5025	2.3945	19.897	7.309	0.137	88.0	12.0
67.4804162	3.8416252	17.8075	2.4788	20.2863	7.184	0.139	87.8	12.2
67.4853351	3.8425255	18.5681	2.9054	21.4735	6.391	0.156	86.5	13.5
67.4902963	3.842995	21.3134	2.5128	23.8262	8.482	0.118	89.5	10.5
67.4950058	3.843378	18.9775	2.6794	21.6569	7.083	0.141	87.6	12.4
67.4998482	3.8440451	19.8636	2.5092	22.3728	7.916	0.126	88.8	11.2
67.5048736	3.8443477	18.3746	2.9562	21.3308	6.216	0.161	86.1	13.9
67.5100819	3.8445628	21.5606	2.5941	24.1547	8.311	0.120	89.3	10.7
67.5153963	3.8452989	18.2883	2.3737	20.662	7.705	0.130	88.5	11.5
67.5212058	3.8451472	16.5436	2.6475	19.1911	6.249	0.160	86.2	13.8
67.5267223	3.8464305	17.7123	2.7317	20.444	6.484	0.154	86.6	13.4
67.5318882	3.8475434	18.286	2.5315	20.8175	7.223	0.138	87.8	12.2
67.5371168	3.8473566	16.281	2.7597	19.0407	5.900	0.170	85.5	14.5
67.5425041	3.8482005	17.6408	2.5379	20.1787	6.951	0.144	87.4	12.6
67.548097	3.8484505	15.2873	2.5233	17.8106	6.058	0.165	85.8	14.2
67.5533137	3.8495771	15.7095	2.5852	18.2947	6.077	0.165	85.9	14.1
67.5587059	3.8497486	14.6315	2.5774	17.2089	5.677	0.176	85.0	15.0
67.5641756	3.8501513	14.7349	2.3639	17.0988	6.233	0.160	86.2	13.8
67.569822	3.8508143	14.0974	2.5414	16.6388	5.547	0.180	84.7	15.3
67.5753773	3.8513731	15.3159	2.3353	17.6512	6.558	0.152	86.8	13.2
67.5808593	3.8522789	14.3546	2.3468	16.7014	6.117	0.163	85.9	14.1
67.586184	3.852852	16.0684	2.3874	18.4558	6.731	0.149	87.1	12.9
67.5916102	3.8530116	17.105	2.5246	19.6296	6.775	0.148	87.1	12.9
67.5973389	3.8534527	17.5417	2.4129	19.9546	7.270	0.138	87.9	12.1
67.6030731	3.8543994	16.7012	2.7089	19.4101	6.165	0.162	86.0	14.0
67.6088776	3.8548461	18.1276	2.3258	20.4534	7.794	0.128	88.6	11.4
67.6146881	3.8554012	16.6534	2.6615	19.3149	6.257	0.160	86.2	13.8
67.6205431	3.8564132	19.0752	2.444	21.5192	7.805	0.128	88.6	11.4
67.6264281	3.8567714	17.8553	2.6243	20.4796	6.804	0.147	87.2	12.8
67.6321967	3.8572296	18.5649	2.6079	21.1728	7.119	0.140	87.7	12.3
67.638165	3.8575759	17.1424	2.7324	19.8748	6.274	0.159	86.3	13.7
67.6442132	3.8585408	16.8688	2.7721	19.6409	6.085	0.164	85.9	14.1
67.6502203	3.8595245	16.7862	2.5028	19.289	6.707	0.149	87.0	13.0
67.6561931	3.8603218	14.6864	2.6456	17.332	5.551	0.180	84.7	15.3
67.6616598	3.8608972	14.8736	2.5836	17.4572	5.757	0.174	85.2	14.8
67.6670378	3.8614424	14.7386	2.3912	17.1298	6.164	0.162	86.0	14.0
67.6724963	3.8619245	14.2858	2.6035	16.8893	5.487	0.182	84.6	15.4
67.6778898	3.8621707	16.5125	2.3897	18.9022	6.910	0.145	87.4	12.6
67.6833734	3.8628262	15.5937	2.5983	18.192	6.002	0.167	85.7	14.3
67.6891361	3.8630466	16.7407	2.4784	19.2191	6.755	0.148	87.1	12.9
67.6951643	3.8638179	17.5549	2.5962	20.1511	6.762	0.148	87.1	12.9
67.7010532	3.8646529	17.6383	2.5622	20.2005	6.884	0.145	87.3	12.7
67.7069343	3.8650504	16.9285	2.8338	19.7623	5.974	0.167	85.7	14.3
67.7125444	3.8659064	18.052	2.4963	20.5483	7.232	0.138	87.9	12.1
67.7182067	3.8664406	16.5123	2.7122	19.2245	6.088	0.164	85.9	14.1
67.7242102	3.8667954	19.2039	2.3954	21.5993	8.017	0.125	88.9	11.1
67.7300985	3.8681957	17.5874	2.6192	20.2066	6.715	0.149	87.0	13.0
67.7359478	3.869005	20.3685	2.577	22.9455	7.904	0.127	88.8	11.2
67.7417838	3.8692587	23.0048	2.6352	25.64	8.730	0.115	89.7	10.3
67.7475984	3.8697981	22.5873	2.4036	24.9909	9.397	0.106	90.4	9.6
67.7533631	3.87065	20.3788	2.4463	22.8251	8.330	0.120	89.3	10.7
67.7590924	3.8710033	19.7323	2.5874	22.3197	7.626	0.131	88.4	11.6
67.7645514	3.8719346	19.9549	2.7189	22.6738	7.339	0.136	88.0	12.0
67.770076	3.8720052	18.333	2.6945	21.0275	6.804	0.147	87.2	12.8
67.7757524	3.8719786	16.2129	2.802	19.0149	5.786	0.173	85.3	14.7
67.7817554	3.87282	15.9895	2.5852	18.5747	6.185	0.162	86.1	13.9
67.7875228	3.8737385	15.7285	2.6712	18.3997	5.888	0.170	85.5	14.5
67.7931089	3.8744936	15.9519	2.6871	18.639	5.936	0.168	85.6	14.4
67.7989758	3.8747048	18.0586	2.7436	20.8022	6.582	0.152	86.8	13.2
67.8048061	3.8757171	18.2885	2.5424	20.8309	7.193	0.139	87.8	12.2
67.8107152	3.8759937	16.5233	2.8762	19.3995	5.745	0.174	85.2	14.8
67.8165951	3.8771155	16.9782	2.4208	19.399	7.013	0.143	87.5	12.5
67.8225841	3.877809	13.4972	2.6989	16.1961	5.001	0.200	83.3	16.7
67.8282806	3.8785703	13.0928	2.6543	15.7471	4.933	0.203	83.1	16.9
67.8341015	3.8785172	12.7237	2.5345	15.2582	5.020	0.199	83.4	16.6
67.8401053	3.8795008	11.42	2.3917	13.8117	4.775	0.209	82.7	17.3
67.8462021	3.8803352	10.4139	2.3195	12.7334	4.490	0.223	81.8	18.2
67.8524329	3.8805514	10.7951	2.3927	13.1878	4.512	0.222	81.9	18.1
67.8583822	3.8816126	11.6731	2.3821	14.0552	4.900	0.204	83.1	16.9
67.8642506	3.8827146	12.3318	2.6643	14.9961	4.629	0.216	82.2	17.8
67.8701935	3.8823815	14.54	2.3485	16.8885	6.191	0.162	86.1	13.9
67.8760006	3.8830831	14.0075	2.4582	16.4657	5.698	0.175	85.1	14.9
67.8818707	3.8843631	13.9808	2.2968	16.2776	6.087	0.164	85.9	14.1
67.887815	3.8848147	14.3606	2.3168	16.6774	6.198	0.161	86.1	13.9
67.8937964	3.8852036	14.3385	2.2061	16.5446	6.499	0.154	86.7	13.3
67.8998284	3.885548	14.1216	2.1385	16.2601	6.604	0.151	86.8	13.2
67.9058035	3.8866123	13.411	2.2567	15.6677	5.943	0.168	85.6	14.4
67.9117668	3.8867332	13.8988	2.3414	16.2402	5.936	0.168	85.6	14.4
67.9178161	3.8877297	14.0692	2.2169	16.2861	6.346	0.158	86.4	13.6
67.923666	3.8887439	13.6537	2.5271	16.1808	5.403	0.185	84.4	15.6
67.9294891	3.8886098	15.9111	2.3057	18.2168	6.901	0.145	87.3	12.7
67.935538	3.889362	14.5446	2.1919	16.7365	6.636	0.151	86.9	13.1
67.9416186	3.8899884	14.5457	2.1566	16.7023	6.745	0.148	87.1	12.9
67.947635	3.8904763	13.3408	2.3572	15.698	5.660	0.177	85.0	15.0
67.9535427	3.8914582	13.9601	2.1464	16.1065	6.504	0.154	86.7	13.3
67.9595811	3.8917639	12.6925	2.246	14.9385	5.651	0.177	85.0	15.0
67.9657373	3.8928217	13.1563	2.3722	15.5285	5.546	0.180	84.7	15.3
67.9718767	3.8939191	13.1204	2.5612	15.6816	5.123	0.195	83.7	16.3
67.9778624	3.8941757	13.7142	2.5514	16.2656	5.375	0.186	84.3	15.7
67.9837545	3.8943607	14.114	2.6429	16.7569	5.340	0.187	84.2	15.8
67.9893569	3.8953362	13.7804	2.5406	16.321	5.424	0.184	84.4	15.6
67.9951331	3.8959254	13.9171	2.689	16.6061	5.176	0.193	83.8	16.2
68.0010389	3.8965816	15.3616	2.5808	17.9424	5.952	0.168	85.6	14.4
68.0069394	3.8973219	16.4663	2.6752	19.1415	6.155	0.162	86.0	14.0
68.0127879	3.8973721	16.9526	2.5764	19.529	6.580	0.152	86.8	13.2
68.0186839	3.8981812	16.1092	2.4452	18.5544	6.588	0.152	86.8	13.2
68.0243822	3.899404	15.6226	2.6053	18.2279	5.996	0.167	85.7	14.3
68.029893	3.8998252	16.1351	2.7349	18.87	5.900	0.170	85.5	14.5
68.0354924	3.9004658	16.4101	2.4288	18.8389	6.756	0.148	87.1	12.9
68.0409843	3.900804	13.6808	2.4259	16.1067	5.639	0.177	84.9	15.1
68.046492	3.9010555	12.8727	2.7732	15.6459	4.642	0.215	82.3	17.7
68.0519088	3.9020132	14.2238	2.4675	16.6913	5.764	0.173	85.2	14.8
68.0573463	3.902542	12.4399	2.6333	15.0732	4.724	0.212	82.5	17.5
68.0627645	3.903286	12.8681	2.7046	15.5727	4.758	0.210	82.6	17.4
68.0679713	3.9037895	12.5808	2.6363	15.2171	4.772	0.210	82.7	17.3
68.0734085	3.9039449	11.6975	2.5339	14.2314	4.616	0.217	82.2	17.8
68.0790845	3.9052413	10.4029	2.2875	12.6904	4.548	0.220	82.0	18.0
68.0846207	3.9061088	9.1502	2.357	11.5072	3.882	0.258	79.5	20.5
68.0901632	3.906083	9.8559	2.4249	12.2808	4.064	0.246	80.3	19.7
68.0959183	3.9068857	9.4853	2.5996	12.0849	3.649	0.274	78.5	21.5
68.101337	3.9077499	10.9636	2.3534	13.317	4.659	0.215	82.3	17.7
68.1067648	3.90777	10.5833	2.3906	12.9739	4.427	0.226	81.6	18.4
68.1121995	3.9081965	11.5752	2.3267	13.9019	4.975	0.201	83.3	16.7
68.1174176	3.9088125	12.8681	2.1676	15.0357	5.937	0.168	85.6	14.4
68.1224399	3.9098562	13.8364	2.3845	16.2209	5.803	0.172	85.3	14.7
68.128325	3.9096763	16.6546	2.2407	18.8953	7.433	0.135	88.1	11.9
68.1346764	3.9109909	16.7019	2.1686	18.8705	7.702	0.130	88.5	11.5
68.1412413	3.9115654	17.2698	2.1484	19.4182	8.038	0.124	88.9	11.1
68.1476435	3.911919	16.9854	2.2311	19.2165	7.613	0.131	88.4	11.6
68.1540979	3.9126414	16.3499	2.2463	18.5962	7.279	0.137	87.9	12.1
68.1605128	3.9135584	16.895	2.3065	19.2015	7.325	0.137	88.0	12.0
68.1669226	3.9141429	16.8763	1.927	18.8033	8.758	0.114	89.8	10.2
68.1732534	3.9150775	13.1299	1.6159	14.7458	8.125	0.123	89.0	11.0
68.1795983	3.915723	11.1707	1.7186	12.8893	6.500	0.154	86.7	13.3
68.1857968	3.9165556	11.8927	1.666	13.5587	7.138	0.140	87.7	12.3
68.1918918	3.9168987	10.7899	1.7554	12.5453	6.147	0.163	86.0	14.0
68.1981011	3.9171142	11.5351	1.576	13.1111	7.319	0.137	88.0	12.0
68.2043892	3.9185793	9.7911	1.8048	11.5959	5.425	0.184	84.4	15.6
68.2105793	3.9189669	10.5554	1.5901	12.1455	6.638	0.151	86.9	13.1
68.2168419	3.9198628	9.1552	1.6647	10.8199	5.500	0.182	84.6	15.4
68.2229551	3.9205517	8.5113	1.9374	10.4487	4.393	0.228	81.5	18.5
68.2294299	3.9210936	9.2048	2.0233	11.2281	4.549	0.220	82.0	18.0
68.2358144	3.9215607	9.5399	2.1093	11.6492	4.523	0.221	81.9	18.1
68.2420757	3.9221117	10.4105	1.9277	12.3382	5.400	0.185	84.4	15.6
68.2486203	3.922749	10.0309	1.7978	11.8287	5.580	0.179	84.8	15.2
68.2549306	3.9243031	9.8974	1.8523	11.7497	5.343	0.187	84.2	15.8
68.2610469	3.9245103	10.233	1.8444	12.0774	5.548	0.180	84.7	15.3
68.2674205	3.924818	10.193	1.905	12.098	5.351	0.187	84.3	15.7
68.2739174	3.9261053	10.357	1.9456	12.3026	5.323	0.188	84.2	15.8
68.2806361	3.9268686	10.1599	2.1497	12.3096	4.726	0.212	82.5	17.5
68.2872116	3.9278805	11.4824	2.0737	13.5561	5.537	0.181	84.7	15.3
68.2938106	3.9281324	11.3335	2.2025	13.536	5.146	0.194	83.7	16.3
68.3003843	3.9285493	12.5056	2.0967	14.6023	5.964	0.168	85.6	14.4
68.3067565	3.9291802	12.0738	2.0688	14.1426	5.836	0.171	85.4	14.6
68.3132493	3.9298083	13.5406	2.1188	15.6594	6.391	0.156	86.5	13.5
68.31947	3.9309776	14.5384	1.9864	16.5248	7.319	0.137	88.0	12.0
68.3258485	3.9314794	15.6182	2.2856	17.9038	6.833	0.146	87.2	12.8
68.3323355	3.9324045	19.9687	2.346	22.3147	8.512	0.117	89.5	10.5
68.338748	3.9334306	21.1899	2.3394	23.5293	9.058	0.110	90.1	9.9
68.3451161	3.9334031	21.4464	2.3855	23.8319	8.990	0.111	90.0	10.0
68.3516589	3.934622	22.5957	2.6007	25.1964	8.688	0.115	89.7	10.3
68.3583025	3.9352065	24.4902	2.5003	26.9905	9.795	0.102	90.7	9.3
68.3648595	3.9354944	24.0805	2.7552	26.8357	8.740	0.114	89.7	10.3
68.3714571	3.9358631	24.714	2.7504	27.4644	8.986	0.111	90.0	10.0
68.3781038	3.9369557	24.4708	2.9588	27.4296	8.271	0.121	89.2	10.8
68.384726	3.9381625	25.5649	2.7646	28.3295	9.247	0.108	90.2	9.8
68.3913904	3.9383891	24.2951	2.7835	27.0786	8.728	0.115	89.7	10.3
68.397973	3.9391383	23.988	2.9245	26.9125	8.202	0.122	89.1	10.9
68.4045527	3.9400755	23.7575	2.8548	26.6123	8.322	0.120	89.3	10.7
68.4109549	3.9410166	24.173	2.6289	26.8019	9.195	0.109	90.2	9.8
68.417593	3.9407703	20.95	2.518	23.468	8.320	0.120	89.3	10.7
68.4243556	3.9423402	18.9913	2.6464	21.6377	7.176	0.139	87.8	12.2
68.4310943	3.9429984	19.5691	2.4857	22.0548	7.873	0.127	88.7	11.3
68.4379725	3.9434203	17.2085	2.422	19.6305	7.105	0.141	87.7	12.3
68.4449367	3.9440434	14.7327	2.4013	17.134	6.135	0.163	86.0	14.0
68.4517317	3.9448735	13.4641	2.3733	15.8374	5.673	0.176	85.0	15.0
68.4585704	3.945968	12.8647	2.3993	15.264	5.362	0.187	84.3	15.7
68.4654216	3.9470074	12.2945	2.1377	14.4322	5.751	0.174	85.2	14.8
68.4721744	3.9471015	10.6386	2.0473	12.6859	5.196	0.192	83.9	16.1
68.4789953	3.9480884	9.3157	2.0427	11.3584	4.560	0.219	82.0	18.0
68.4857848	3.9493192	9.1882	2.2152	11.4034	4.148	0.241	80.6	19.4
68.4924444	3.9498727	10.0119	2.3203	12.3322	4.315	0.232	81.2	18.8
68.4991153	3.9501962	10.492	2.1373	12.6293	4.909	0.204	83.1	16.9
68.5058489	3.9512374	9.7822	2.3955	12.1777	4.084	0.245	80.3	19.7
68.5124461	3.9523687	10.2318	2.3374	12.5692	4.377	0.228	81.4	18.6
68.5190631	3.9519954	10.8404	2.1815	13.0219	4.969	0.201	83.2	16.8
68.5259991	3.9529005	9.6176	2.3856	12.0032	4.032	0.248	80.1	19.9
68.5330035	3.9537872	10.0508	2.4981	12.5489	4.023	0.249	80.1	19.9
68.5399681	3.9549821	10.6536	2.3944	13.048	4.449	0.225	81.6	18.4
68.5467727	3.9554676	10.5978	2.1962	12.794	4.826	0.207	82.8	17.2
68.5537306	3.9561433	9.6822	2.3018	11.984	4.206	0.238	80.8	19.2
68.560775	3.9571735	9.6148	2.2917	11.9065	4.195	0.238	80.8	19.2
68.567759	3.9575619	9.9382	2.1491	12.0873	4.624	0.216	82.2	17.8
68.5745734	3.958535	10.2247	2.5597	12.7844	3.994	0.250	80.0	20.0
68.5815326	3.9593573	12.4047	2.4815	14.8862	4.999	0.200	83.3	16.7
68.588557	3.9596304	11.3143	2.4547	13.769	4.609	0.217	82.2	17.8
68.595691	3.9608424	10.4568	2.3129	12.7697	4.521	0.221	81.9	18.1
68.6028508	3.962205	10.0683	2.3368	12.4051	4.309	0.232	81.2	18.8
68.6099015	3.9626721	10.1502	2.3553	12.5055	4.310	0.232	81.2	18.8
68.6167345	3.963245	10.7098	2.2756	12.9854	4.706	0.212	82.5	17.5
68.6236854	3.9639043	11.2615	2.7388	14.0003	4.112	0.243	80.4	19.6
68.6306784	3.9649921	14.8161	2.3122	17.1283	6.408	0.156	86.5	13.5
68.6376932	3.9655503	14.9312	2.5659	17.4971	5.819	0.172	85.3	14.7
68.6446381	3.9658858	16.694	2.3751	19.0691	7.029	0.142	87.5	12.5
68.6516142	3.9666252	17.5406	2.5312	20.0718	6.930	0.144	87.4	12.6
68.6585405	3.9676072	21.4833	2.6772	24.1605	8.025	0.125	88.9	11.1
68.6653273	3.9683621	28.617	2.6746	31.2916	10.700	0.093	91.5	8.5
68.6720818	3.968931	32.5828	2.8087	35.3915	11.601	0.086	92.1	7.9
68.6787247	3.96947	33.3445	3.0647	36.4092	10.880	0.092	91.6	8.4
68.6854635	3.9705716	33.8695	3.3198	37.1893	10.202	0.098	91.1	8.9
68.6918308	3.9719132	31.8727	2.9835	34.8562	10.683	0.094	91.4	8.6
68.6983606	3.972229	24.1888	3.2293	27.4181	7.490	0.134	88.2	11.8
68.7050711	3.9728067	21.431	2.8776	24.3086	7.448	0.134	88.2	11.8
68.7117331	3.97403	16.7396	3.1524	19.892	5.310	0.188	84.2	15.8
68.7181824	3.9743219	16.6622	3.3209	19.9831	5.017	0.199	83.4	16.6
68.7248409	3.9749601	17.317	3.4917	20.8087	4.959	0.202	83.2	16.8
68.7316087	3.9762212	17.6143	3.5135	21.1278	5.013	0.199	83.4	16.6
68.738273	3.9768385	19.8646	3.8908	23.7554	5.106	0.196	83.6	16.4
68.7451085	3.9771806	23.7301	3.8171	27.5472	6.217	0.161	86.1	13.9
68.7520472	3.9781085	24.7629	3.4246	28.1875	7.231	0.138	87.9	12.1
68.7586607	3.9790435	21.5679	3.5712	25.1391	6.039	0.166	85.8	14.2
68.7650739	3.9792316	21.9284	3.7212	25.6496	5.893	0.170	85.5	14.5
68.7714664	3.9804726	23.0709	3.6967	26.7676	6.241	0.160	86.2	13.8
68.7776101	3.9805292	21.9518	3.7194	25.6712	5.902	0.169	85.5	14.5
68.7840977	3.9808552	21.6723	3.8747	25.547	5.593	0.179	84.8	15.2
68.7905254	3.9821068	20.2095	4.2476	24.4571	4.758	0.210	82.6	17.4
68.7970144	3.9829395	21.1898	4.1407	25.3305	5.117	0.195	83.7	16.3
68.8032165	3.9837703	20.0644	4.2488	24.3132	4.722	0.212	82.5	17.5
68.8089761	3.9838394	20.637	4.3168	24.9538	4.781	0.209	82.7	17.3
68.8152664	3.9847373	19.2742	4.307	23.5812	4.475	0.223	81.7	18.3
68.8220013	3.9853622	19.0646	4.2852	23.3498	4.449	0.225	81.6	18.4
68.8284567	3.9866416	19.2303	4.3986	23.6289	4.372	0.229	81.4	18.6
68.8345686	3.9873582	19.095	4.8099	23.9049	3.970	0.252	79.9	20.1
68.8408507	3.9876965	20.2219	5.7854	26.0073	3.495	0.286	77.8	22.2
68.8471273	3.988717	24.1005	5.2988	29.3993	4.548	0.220	82.0	18.0
68.8530673	3.9885276	21.4137	5.2795	26.6932	4.056	0.247	80.2	19.8
68.8589078	3.9899792	20.8491	5.5392	26.3883	3.764	0.266	79.0	21.0
